origins,destinations,path,free_flow_time,num_edges,total_length,mean_speed,pct_paved,pct_unpaved,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,pct_lit,bearing_std,num_turns,num_bridges,num_tunnels,speed_std,speed_range,lane_changes,priority_changes,num_traffic_lights
-704356867#1,18958868,"-704356867#1,-704356867#0,-18893867,18893592#4,18893592#5,18893592#6,18893592#7,18951224#0,-23390720#2,-18954519#5,-18954519#4,-18954519#3,-23352073#0,1039612353#1,18954476#1,1039612347,31057086#1,-1011280619#1,18958868",1.3775432952586402,19.0,1077.451381781012,46.83978947368422,0.0,0.0,0.0,0.0,0.0,0.0,0.14483060844088333,0.0,0.8551693915591168,0.0,102.99322263243951,6.0,0.0,0.0,14.929779129046262,50.004000000000005,0.0,14.0,0.0
-70118545#1,1060293640#0,"-70118545#1,-70118545#0,-914445783#2,-914445783#1,-914445783#0,-19092540#14,-19092540#13,19092540#13,19092540#14,914445783#0,914445783#1,914445783#2,70118545#0,70118545#1,70118545#2,140599483,19092999#0,19092999#1,19092999#2,19092999#3,19092999#4,-19092777#4,-19092777#3,-19092777#2,-19092777#1,-19092777#0,18953043#1,1052829130#0,1052829130#1,1052829130#2,1052829130#3,1078998908,1060293640#0",1.310524784092005,33.0,1082.6560536917325,51.51490909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.02034009146326085,0.0,0.979659908536739,0.0,65.92885275011359,10.0,0.0,0.0,14.168922939755419,50.004000000000005,0.0,28.0,0.0
-70118545#1,1060293640#0,"-70118545#1,-70118545#0,-914445783#2,-914445783#1,-914445783#0,-19092540#14,-19092540#13,19107691,-19107691,19092540#13,19092540#14,914445783#0,914445783#1,914445783#2,70118545#0,70118545#1,70118545#2,140599483,19092999#0,19092999#1,19092999#2,19092999#3,19092999#4,-19092777#4,-19092777#3,-19092777#2,-19092777#1,-19092777#0,18953043#1,1052829130#0,1052829130#1,1052829130#2,1052829130#3,1078998908,1060293640#0",1.7210839393595834,35.0,1454.2337563259257,51.42857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0151429046805921,0.0,0.9848570953194078,0.0,72.6367135347732,13.0,0.0,0.0,13.75047899547656,50.004000000000005,0.0,28.0,0.0
1060293640#0,70118553,"1060293640#0,1060293640#1,-19092777#2,-19092777#1,-19092777#0,18953043#1,18953043#2,18953043#3,1039918445#0,1039918445#1,1039918445#2,1039918445#3,18953185,1039918444,-70118553,70118553",0.510191186822913,16.0,613.8425089038684,51.87375,0.0,0.0,0.0,0.0,0.0,0.0,0.07840648160907239,0.0,0.9215935183909276,0.0,42.89893568621004,6.0,0.0,0.0,16.007968347045168,50.004000000000005,0.0,14.0,0.0
1060293640#0,70118553,"1060293640#0,1060293640#1,-19092777#2,-19092777#1,-19092777#0,18953043#1,18953043#2,18953043#3,1039918445#0,1039918445#1,1039918445#2,1039918445#3,18953185,23199226,18953418#3,70118553",0.5272298237319601,16.0,511.8875988606271,51.87375,0.0,0.0,0.0,0.0,0.0,0.0,0.09402304625539928,0.0,0.9059769537446007,0.0,44.63848046962541,4.0,0.0,0.0,16.007968347045168,50.004000000000005,0.0,14.0,0.0
1060293640#0,70118553,"1060293640#0,1060293640#1,-19092777#2,-19092777#1,-19092777#0,18953043#1,18953043#2,18953043#3,1039918445#0,1039918445#1,1039918445#2,1039918445#3,18953418#0,18953418#1,18953418#2,18953418#3,70118553",0.5428045777516386,17.0,703.2871416807567,51.76376470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.06843468127430279,0.0,0.9315653187256973,0.0,45.43901724417253,3.0,0.0,0.0,15.506281144786989,50.004000000000005,0.0,14.0,0.0
31407537#0,-50003367#4,"31407537#0,-31407537#0,31407523,926783706#0,926783706#1,31407312#0,31407312#1,926802929,-31407286#1,-31407286#0,31406948#0,31406948#1,926802931,221475176#1,221475176#2,221475176#3,221475176#4,326376537#0,326376537#1,31024706#4,925336851#0,925336851#1,122743180,925336849,122743179#3,122743179#4,122743179#5,925336848,-925336846,-957534652,87174585#0,87174585#1,835478638#0,50003740,-945696033#0,-50003745#1,-50003745#0,-50003744#2,-50003744#1,-1265737254,-1353804568#3,-1353804568#2,-1353804568#0,-597120972#6,-597120972#5,-597120972#4,-597120972#3,-597120972#2,-597120972#1,-597120972#0,293535503,50003367#0,50003367#1,50003367#2,50003367#3,50003367#4,-50003367#4",4.992221129080557,57.0,5147.730447815678,57.89242105263158,0.9396077554349125,0.0,0.0,0.0,0.25269418398975574,0.0,0.49460282486337465,0.024934496420918082,0.22776849472595162,0.0,133.99688660397388,22.0,2.0,0.0,20.419395565200265,70.02,8.0,79.0,0.0
31407537#0,-50003367#4,"31407537#0,-31407537#0,31407523,926783706#0,926783706#1,31407312#0,31407312#1,926802929,-31407286#1,-31407286#0,31406948#0,31406948#1,926802931,221475176#1,221475176#2,221475176#3,221475176#4,326376537#0,326376537#1,31024706#4,925336851#0,925336851#1,122743180,925336849,122743179#3,122743179#4,122743179#5,925336848,-925336846,-957534652,87174585#0,87174586,-50003737#3,-50003737#2,-50003737#1,-50003737#0,31409305#3,-31409309#3,-31409309#2,-31409309#1,166533234#0,166533234#1,166533234#2,-597120972#6,-597120972#5,-597120972#4,-597120972#3,-597120972#2,-597120972#1,-597120972#0,293535503,50003367#0,50003367#1,50003367#2,50003367#3,50003367#4,-50003367#4",4.764798266486994,57.0,4922.183761396577,58.94589473684211,0.914917032078512,0.0,0.0,0.0,0.2642732591805806,0.0,0.5519932438492218,0.027323649533804967,0.1564098474363925,0.0,122.8627074071932,21.0,2.0,0.0,19.427864967695434,70.02,8.0,68.0,0.0
31407537#0,-50003367#4,"31407537#0,-31407537#0,31407523,926783706#0,926783706#1,31407312#0,31407312#1,926802929,-31407286#1,-31407286#0,31406948#0,31406948#1,926802931,221475176#1,221475176#2,221475176#3,221475176#4,326376537#0,326376537#1,31024706#4,925336851#0,925336851#1,122743180,925336849,122743179#3,122743179#4,122743179#5,925336848,-925336846,-957534652,87174585#0,87174586,-50003737#3,50003739,-945696033#1,-945696033#0,-50003745#1,-50003745#0,-50003744#2,-50003744#1,-1265737254,-1353804568#3,-1353804568#2,-1353804568#0,-597120972#6,-597120972#5,-597120972#4,-597120972#3,-597120972#2,-597120972#1,-597120972#0,293535503,50003367#0,50003367#1,50003367#2,50003367#3,50003367#4,-50003367#4",5.043829000450847,58.0,5227.0036425103035,57.756413793103455,0.9355478862772274,0.0,0.0,0.0,0.24886180188029947,0.0,0.4871016351352811,0.02573023346369724,0.23830632952072228,0.0,135.3271300181945,22.0,2.0,0.0,20.265972846244484,70.02,8.0,79.0,0.0
-536493311#1,-1258718294#2,"-536493311#1,536493311#1,1015402481,424915379,424742247,424742248#1,424742248#2,51415169#0,51415169#1,51415169#2,51415169#3,-424742249#0,-702475481,33434253,51189787#0,51189787#1,19610000#0,19610000#1,19610000#2,51429826#0,51429826#1,19610004#1,19610004#2,19610004#3,1078998889#0,1078998889#1,1111818687,1078998888#0,1078998888#1,18824227#0,18824227#1,18824227#2,18955879,18955915#0,18955915#1,-18958492#3,-18958492#2,-18958492#1,405079619#0,405079619#1,405079619#2,405079621#0,405079621#1,405079621#2,405079618,881200742,-18958339,18954451#6,18954451#1,18954451#2,1039612354,1039612352,-18954519#2,-18954519#1,18954595#1,18951224#7,18893751#0,18893751#1,-18642137#0,-1258718294#4,-1258718294#3,-1258718294#2",4.39891972049525,62.0,4406.461567894084,57.90367741935485,0.5470241770283282,0.0,0.0,0.0,0.0,0.0,0.4203350242857693,0.0,0.5796649757142308,0.08009453381070616,89.68525572805785,26.0,5.0,0.0,13.919734014763963,50.004000000000005,2.0,77.0,0.0
-536493311#1,-1258718294#2,"-536493311#1,536493311#1,1015402481,424915379,424742247,424742248#1,424742248#2,51415169#0,51415169#1,51415169#2,51415169#3,-424742249#0,424916055,51414600,51189787#0,51189787#1,19610000#0,19610000#1,19610000#2,51429826#0,51429826#1,19610004#1,19610004#2,19610004#3,1078998889#0,1078998889#1,1111818687,1078998888#0,1078998888#1,18824227#0,18824227#1,18824227#2,18955879,18955915#0,-18955934,70101229#4,18955950,18955915#3,18958492#0,405079619#0,405079619#1,405079619#2,405079621#0,1007133850#0,1007133850#1,18955842#5,18955842#6,881200742,-18958339,18954451#6,23390720#0,23390720#1,-18954519#5,18954558,18951224#3,18951224#4,18893777#0,18893777#1,-18642137#2,-18642137#1,-18642137#0,-1258718294#4,-1258718294#3,-1258718294#2",4.574393216859483,64.0,4319.055894825019,59.37525000000001,0.5325498249699607,0.0,0.0,0.0,0.0,0.0,0.43255397438746584,0.0,0.5674460256125342,0.03936311343838063,93.18939650544192,28.0,5.0,0.0,14.00969164542889,29.988,2.0,77.0,0.0
-536493311#1,-1258718294#2,"-536493311#1,536493311#1,1015402481,424915379,424742247,424742248#1,424742248#2,51415169#0,51415169#1,51415169#2,51415169#3,-424742249#0,-702475481,33434253,51189787#0,51189787#1,19610000#0,19610000#1,19610000#2,51429826#0,51429826#1,19610004#1,19610004#2,19610004#3,1078998889#0,1078998889#1,1111818687,1078998888#0,1078998888#1,18824227#0,18824227#1,18824227#2,18955879,18955915#0,18955915#1,-18958492#3,-18958492#2,-18958492#1,405079619#0,405079619#1,405079619#2,405079621#0,405079621#1,405079621#2,405079618,881200742,-18958339,18954451#6,18954451#1,18954451#2,1039612354,1039612352,23352073#1,18893777#0,18893777#1,-18642137#2,-18642137#1,-18642137#0,-1258718294#4,-1258718294#3,-1258718294#2",4.290682984294633,61.0,4338.159073972035,59.01639344262296,0.5556368431130878,0.0,0.0,0.0,0.0,0.0,0.46141420011021556,0.0,0.5385857998897845,0.08135558863039173,87.7502979282203,25.0,5.0,0.0,14.452419418305814,50.004000000000005,2.0,91.0,0.0
31407537#0,-341049505#0,"31407537#0,31407537#1,1095702632#0,1095702632#1,51421552#1,51421552#2,51421552#3,51421552#4,51421552#5,51421552#6,927254641,31408530#3,927254640,-31408598,31408859#0,31408859#1,31408859#2,31408859#3,31408859#4,31408859#5,-341049505#8,-341049505#7,233919813#0,233919813#1,233919813#2,-341049505#1,-341049505#0",2.8496824202228144,27.0,1812.3921965925601,33.69200000000001,0.4018834421813149,0.0,0.0,0.0,0.0,0.0,0.4018834421813149,0.0,0.5981165578186852,0.0,90.93796172039855,6.0,0.0,0.0,13.345080338115963,50.004000000000005,0.0,42.0,0.0
31407537#0,-341049505#0,"31407537#0,31407537#1,1095702632#0,1095702632#1,51421552#1,51421552#2,51421552#3,51421552#4,51421552#5,51421552#6,927254641,31408530#3,927254640,-31408598,31408859#0,31408859#1,31408859#2,31408859#3,31408859#4,31408859#5,-341049505#8,-341049505#7,233919813#0,-233919788#1,-233919788#0,-341049505#3,-341049505#2,-341049505#1,-341049505#0",2.364108190530938,29.0,1539.7152484220212,33.43655172413794,0.4730552712884045,0.0,0.0,0.0,0.0,0.0,0.4730552712884045,0.0,0.5269447287115957,0.0,95.3969788410803,6.0,0.0,0.0,12.895067261737301,50.004000000000005,0.0,49.0,0.0
-927208000#3,50004004#1,"-927208000#3,-927208000#2,-927208000#1,927208000#1,927208000#2,927208000#3,927208000#4,808799859,808799860#0,808799860#1,988074650,-31409268,1265737253#1,1265737253#2,1265737253#3,1353804570#0,1353804570#2,1265737254,50004004#0,50004004#1",0.6986617685231039,20.0,731.6703500858946,45.00000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.8271614246470412,0.0,0.17283857535295885,0.010437605658186406,111.29342695217181,8.0,0.0,0.0,8.892341352919496,20.016000000000005,2.0,28.0,0.0
-927208000#3,50004004#1,"-927208000#3,-927208000#2,-927208000#1,-927208000#0,927208000#0,927208000#1,927208000#2,927208000#3,927208000#4,808799859,808799860#0,808799860#1,988074650,-31409268,1265737253#1,1265737253#2,1265737253#3,1353804570#0,1353804570#2,1265737254,50004004#0,50004004#1",0.7367587207669245,22.0,792.0877006543354,45.4549090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.8403448749016319,0.0,0.1596551250983681,0.009641465938273008,108.2572987989866,8.0,0.0,0.0,8.585503457013438,20.016000000000005,2.0,28.0,0.0
-808799855#3,-386223827,"-808799855#3,-808799855#2,-808799855#0,1253795137#6,1253795137#7,808799854#0,808799854#1,808799858#0,808799858#1,808799858#2,808799858#3,808799858#4,808799858#5,808799858#6,808799862,31409253#1,31409253#2,927254623,128839498#2,927254627,128839497#0,128839497#1,128839497#2,128839497#3,128839497#4,-233919848,128839497#8,128839497#9,128839497#10,1265751535,386223829,927254630,1165622462,927254629#1,927254638,-1165622456,-31408535#10,-386223827",2.2836535766214325,38.0,1799.4024806489317,43.156421052631586,0.5593921011114067,0.0,0.0,0.0,0.0,0.0,0.34049075820725366,0.09934664699799307,0.5601625947947533,0.06984368641760767,93.8417366196353,15.0,0.0,0.0,9.623350690930156,20.016000000000005,6.0,40.0,0.0
-808799855#3,-386223827,"-808799855#3,-808799855#2,-808799855#0,1253795137#6,1253795137#7,808799854#0,808799854#1,808799858#0,808799858#1,808799858#2,808799858#3,808799858#4,808799858#5,808799858#6,808799862,31409253#1,31409253#2,927254623,128839498#2,927254627,128839497#0,128839497#1,128839497#2,128839497#3,128839497#4,128839497#5,128839497#6,128839497#7,128839497#8,128839497#9,128839497#10,1265751535,386223829,927254630,1165622462,927254629#1,927254638,-1165622456,-31408535#10,-386223827",2.176634138176508,40.0,1702.348500798974,43.4988,0.6372403656561879,0.0,0.0,0.0,0.0,0.0,0.4058590596226419,0.10501057977754952,0.4891303605998086,0.07382560183095566,88.48823574589161,13.0,0.0,0.0,9.494422446889544,20.016000000000005,6.0,40.0,0.0
-808799855#3,-386223827,"-808799855#3,-808799855#2,-808799855#0,808799855#0,808799855#1,808799855#3,808799855#4,808799855#5,808799858#0,808799858#1,808799858#2,808799858#3,808799858#4,808799858#5,808799858#6,808799862,31409253#1,31409253#2,927254623,128839498#2,927254627,128839497#0,128839497#1,128839497#2,128839497#3,128839497#4,-233919848,128839497#8,128839497#9,128839497#10,1265751535,386223829,927254630,1165622462,927254629#1,927254638,-1165622456,-31408535#10,-386223827",2.3868693193620136,39.0,1990.8377457404392,43.332,0.505601994210189,0.0,0.0,0.0,0.0,0.0,0.3077497984288508,0.0,0.6922502015711491,0.06312764707541105,95.48281740118672,15.0,0.0,0.0,9.558979729745442,20.016000000000005,6.0,28.0,0.0
-1265751535,31408628#8,"-1265751535,-128839497#10,128839497#10,1265751535,945686445,-386225324#2,-386225324#1,-31408835#1,-31408835#0,31408628#7,31408628#8",1.217346708301751,11.0,428.20885259490404,33.62727272727273,0.6211387670548902,0.0,0.0,0.0,0.0,0.0,0.2567387872422211,0.0,0.743261212757779,0.0,111.13034816532071,7.0,0.0,0.0,8.096870668238555,20.016000000000005,0.0,21.0,0.0
-1265751535,31408628#8,"-1265751535,-128839497#10,128839497#10,1265751535,945686445,-386225324#2,-31408793,31408628#5,31408628#6,31408628#7,31408628#8",1.17154838897402,11.0,597.61952426253,33.62727272727273,0.5886149994635314,0.0,0.0,0.0,0.0,0.0,0.18395955459665297,0.0,0.8160404454033471,0.0,89.92801656072108,7.0,0.0,0.0,8.096870668238555,20.016000000000005,0.0,21.0,0.0
-1265751535,31408628#8,"-1265751535,-128839497#10,128839497#10,1265751535,945686445,945686444,-945686444,-386225324#2,-31408793,31408628#5,31408628#6,31408628#7,31408628#8",1.5881150156246804,13.0,817.5368566197145,33.06738461538462,0.4302776236996167,0.0,0.0,0.0,0.0,0.0,0.1344744528780766,0.0,0.8655255471219235,0.0,115.51312180549515,8.0,0.0,0.0,7.516684702917699,20.016000000000005,0.0,21.0,0.0
31408628#8,70118564#0,"31408628#8,31408641#0,31408641#1,-945686317,-341049505#9,-341049505#8,-341049505#7,233919813#0,233919813#1,233919813#2,-341049505#1,-341049505#0,-50004739,1353254013#1,1353254013#2,-1353617856,-341049510#2,-341049510#1,-341049510#0,31407364,31407420,31407478,494202193,51252326#7,494202197,-373167626#1,-373167626#0,925602449,1255216976,925602452,-33533337#3,-33533337#2,-33533337#1,-33533337#0,926783701,33433878#0,-1374147680,-51189806,-51189804#1,-51189804#0,51415169#0,51415169#1,51415169#2,51415169#3,-424742249#0,-702475481,33434253,51189787#0,51189787#1,19610000#0,19610000#1,19610000#2,51429826#0,51429826#1,19610004#1,19610004#2,19610004#3,1078998889#0,1078998889#1,1111818687,1078998888#0,1078998888#1,18824227#0,18824227#1,18824227#2,18955879,50301830#0,50301830#1,50301830#2,50301830#3,50301830#4,50301830#5,70101219,18955550#3,31057084#0,18955588,18955470#4,18955629#0,18955629#1,-18955358#1,18955438,31057087#1,31057087#2,18958868,139717141#0,139717141#1,139717141#2,139717141#3,18958904#0,1039612359,1039612358,70118552#0,70118552#1,70118564#0",14.432928646319192,94.0,10293.062868624394,51.91200000000001,0.4056442676423164,0.0,0.0,0.0,0.0,0.0,0.3640047182632676,0.31587243605696097,0.32012284567977134,0.0,101.89245798049795,41.0,5.0,3.0,17.67609578845342,50.004000000000005,2.0,150.0,0.0
31408628#8,70118564#0,"31408628#8,31408641#0,31408641#1,-945686317,-341049505#9,-341049505#8,-341049505#7,233919813#0,233919813#1,233919813#2,-341049505#1,-341049505#0,-50004739,1353254013#1,1353254013#2,-1353617856,-341049510#2,-341049510#1,-341049510#0,31407364,31407420,31407478,494202193,51252326#7,494202197,-373167626#1,-373167626#0,925602449,1255216976,925602452,-33533337#3,-33533337#2,-33533337#1,-33533337#0,926783701,33433878#0,-1374147680,-51189806,-51189804#1,-51189804#0,51415169#0,51415169#1,51415169#2,51415169#3,-424742249#0,424916055,51414600,51189787#0,51189787#1,19610000#0,19610000#1,19610000#2,51429826#0,51429826#1,19610004#1,19610004#2,19610004#3,1078998889#0,1078998889#1,1111818687,1078998888#0,1078998888#1,18824227#0,18824227#1,18824227#2,18955879,50301830#0,50301830#1,50301830#2,50301830#3,50301830#4,50301830#5,70101219,18955550#3,31057084#0,18955588,18955470#4,18955629#0,18955629#1,-18955358#1,18955438,31057087#1,31057087#2,18958868,139717141#0,139717141#1,139717141#2,139717141#3,139717141#4,139717141#5,22984010#7,70118552#0,70118552#1,70118564#0",14.319738042503872,94.0,10194.989982177856,51.69906382978724,0.40954644942647894,0.0,0.0,0.0,0.0,0.0,0.3472947598427135,0.3189110385084749,0.3337942016488114,0.0,101.06248441142486,40.0,5.0,3.0,17.819309593331017,50.004000000000005,2.0,152.0,0.0
31408628#8,70118564#0,"31408628#8,31408641#0,31408641#1,-945686317,-341049505#9,-341049505#8,-341049505#7,233919813#0,233919813#1,233919813#2,-341049505#1,-341049505#0,-50004739,1353254013#1,1353254013#2,-1353617856,-341049510#2,-341049510#1,-341049510#0,31407364,31407420,31407478,494202193,51252326#7,494202197,-373167626#1,-373167626#0,925602449,1255216976,925602452,-33533337#3,-33533337#2,-33533337#1,-33533337#0,926783701,33433878#0,-1374147680,-51189806,-51189804#1,-51189804#0,51415169#0,51415169#1,51415169#2,51415169#3,-424742249#0,-702475481,33434253,51189787#0,51189787#1,19610000#0,19610000#1,19610000#2,51429826#0,51429826#1,19610004#1,19610004#2,19610004#3,1078998889#0,1078998889#1,1111818687,1078998888#0,1078998888#1,18824227#0,18824227#1,18824227#2,18955879,50301830#0,50301830#1,50301830#2,50301830#3,50301830#4,50301830#5,70101219,18955550#3,31057084#0,18955588,18955470#4,18955629#0,18955629#1,-18955358#1,18955438,31057087#1,31057087#2,1011280619#1,31057089,1027063769,18958786#0,18958786#1,1039612357,1039612356,1039612359,1039612358,70118552#0,70118552#1,70118564#0",14.267300321555162,95.0,10131.303662468967,52.10261052631581,0.41212089660354234,0.0,0.0,0.0,0.0,0.0,0.36981651862230913,0.32091574303948045,0.3092677383382105,0.0,102.15803753728717,43.0,5.0,3.0,17.436966501436782,50.004000000000005,2.0,148.0,0.0
-808799858#5,31408680#2,"-808799858#5,-808799858#4,-808799858#3,808799858#3,808799858#4,808799858#5,808799858#6,808799862,31409253#1,31409253#2,927254623,128839498#2,927254627,128839497#0,128839497#1,128839497#2,128839497#3,128839497#4,-233919848,128839497#8,128839497#9,128839497#10,1265751535,386223829,927254630,1165622462,927254629#1,927254638,-1165622456,-31408535#10,-31408535#9,-31408535#8,-31408535#7,31408680#0,31408680#1,31408680#2",2.154920211425103,36.0,1528.7085240747963,39.996,0.6787624878381161,0.0,0.0,0.0,0.0,0.0,0.40078269029537433,0.0,0.5992173097046255,0.08221116100178183,95.42068372097705,14.0,0.0,0.0,10.149964537587596,20.016000000000005,6.0,42.0,0.0
-808799858#5,31408680#2,"-808799858#5,-808799858#4,-808799858#3,808799858#3,808799858#4,808799858#5,808799858#6,808799862,31409253#1,31409253#2,927254623,128839498#2,927254627,128839497#0,128839497#1,128839497#2,128839497#3,128839497#4,-233919848,128839497#8,128839497#9,128839497#10,1265751535,386223829,927254630,1165622462,927254629#1,927254638,-1165622456,-31408535#10,-31408535#9,31408535#9,-31408535#9,-31408535#8,-31408535#7,31408680#0,31408680#1,31408680#2",2.210982636395091,38.0,1557.0663529383141,39.72551351351351,0.6664006315609151,0.0,0.0,0.0,0.0,0.0,0.39348349786121173,0.0,0.6065165021387883,0.08071390301405368,94.14626816264756,15.0,0.0,0.0,10.14234158154599,20.016000000000005,6.0,42.0,0.0
-808799858#5,31408680#2,"-808799858#5,-808799858#4,-808799858#3,808799858#3,808799858#4,808799858#5,808799858#6,808799862,31409253#1,31409253#2,-31409253#2,31409253#2,927254623,128839498#2,927254627,128839497#0,128839497#1,128839497#2,128839497#3,128839497#4,-233919848,128839497#8,128839497#9,128839497#10,1265751535,386223829,927254630,1165622462,927254629#1,927254638,-1165622456,-31408535#10,-31408535#9,-31408535#8,-31408535#7,31408680#0,31408680#1,31408680#2",2.25784137989249,38.0,1561.01921862068,39.72551351351351,0.685411609776098,0.0,0.0,0.0,0.0,0.0,0.41318556607648094,0.0,0.586814433923519,0.0805095165378923,96.38664551815963,15.0,0.0,0.0,10.14234158154599,20.016000000000005,6.0,56.0,0.0
-128840686#5,925336851#1,"-128840686#5,-128840686#4,-128840686#3,128840686#3,128840686#4,128840686#5,128839497#10,1265751535,945686445,-386225324#2,50004819,31408584#2,1165622457#0,1165622457#1,31408614#1,31408598,927254639,31408530#5,31408530#6,31408530#1,927254644,-51421552#6,-51421552#5,-51421552#4,-51421552#3,-51421552#2,-51421552#1,-51421552#0,-1095702632#0,-31407537#1,-31407537#0,31407523,926783706#0,926783706#1,31407312#0,31407312#1,926802929,-31407286#1,-31407286#0,31406948#0,31406948#1,926802931,221475176#1,221475176#2,221475176#3,221475176#4,326376537#0,326376537#1,31024706#4,925336851#0,925336851#1",4.937055212428695,51.0,4608.1426951030135,48.22941176470587,0.8521541102366704,0.0,0.0,0.0,0.046395779526318424,0.0,0.7926534960767212,0.1266631844414987,0.0342875399554615,0.0,122.96227325656807,24.0,2.0,0.0,19.669977396201016,60.012,6.0,79.0,0.0
