origins,destinations,path,free_flow_time,num_edges,total_length,mean_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,num_traffic_lights
-60681271#2,550891105#0,"-60681271#2,60681271#2,-60681196#0,60681220#2,60681220#3,60681220#4,60681220#5,60681220#6,60681240,560656095#5,1162140278,560656098#1,560656098#2,560656098#3,560656098#4,560656098#5,60681215#0,60681215#1,60681215#2,60681215#3,60681215#4,60681215#5,1155841369,1157076151,1157076152,1155841370,1157076153,60681232#0,60681232#1,60681232#2,60681232#3,-60681226#6,-60681226#5,-60681226#4,-60681226#3,-60681226#2,-60681226#1,-60681226#0,550900600#0,550900600#1,550900600#2,550900600#3,365878432#0,365878432#1,365878432#2,365878432#3,365878432#4,365878432#5,550900601,924947801#1,60681193,-60633872#0,-60633892,-60633916#1,-60633916#0,60633934#0,60633934#1,60633934#2,60633934#3,924947804,60633940#1,924947808,550905964#1,550905964#2,60633863#0,60633863#1,60633863#2,1326224125,-60633918#0,60633891,576814115#6,924947812#0,924947812#1,924947812#2,204975789#0,204975789#1,204975789#2,550891105#0",6.250939352853187,78.0,3592.6165839691466,10.115128205128203,0.0,0.0,0.0,0.0,0.07556663994039355,0.0,0.6458141581642549,2.0
-60681271#2,550891105#0,"-60681271#2,-60681271#1,-60681271#0,-60681249#1,-60681249#0,560656095#0,560656095#1,560656095#2,560656095#3,560656095#4,560656095#5,1162140278,560656098#1,560656098#2,560656098#3,560656098#4,560656098#5,60681215#0,60681215#1,60681215#2,60681215#3,60681215#4,60681215#5,1155841369,1157076151,1157076152,1155841370,1157076153,60681232#0,60681232#1,60681232#2,60681232#3,-60681226#6,-60681226#5,-60681226#4,-60681226#3,-60681226#2,-60681226#1,-60681226#0,550900600#0,550900600#1,550900600#2,550900600#3,365878432#0,365878432#1,365878432#2,365878432#3,365878432#4,365878432#5,550900601,924947801#1,60681193,-60633872#0,-60633892,-60633916#1,-60633916#0,60633934#0,60633934#1,60633934#2,60633934#3,924947804,-60633921#1,-60633921#0,-1107401572,-868812839#6,-868812839#4,-868812839#3,-868812839#2,682523869#0,682523869#1,868812841,60633891,576814115#6,924947812#0,924947812#1,924947812#2,204975789#0,204975789#1,204975789#2,550891105#0",6.047607310090001,80.0,3833.2169597861784,10.62575,0.0,0.0,0.0,0.0,0.07082353195573536,0.0,0.5309621652590534,5.0
-60681271#2,550891105#0,"-60681271#2,60681271#2,-60681196#0,60681220#2,60681220#3,60681220#4,60681220#5,60681220#6,60681240,560656095#5,1162140278,560656098#1,560656098#2,560656098#3,560656098#4,560656098#5,60681215#0,60681215#1,60681215#2,60681215#3,60681215#4,60681215#5,1155841369,1157076151,1157076152,1155841370,1157076153,60681232#0,60681232#1,60681232#2,60681232#3,-60681226#6,-60681226#5,-60681226#4,-60681226#3,-60681226#2,-60681226#1,-60681226#0,550900600#0,550900600#1,550900600#2,550900600#3,365878432#0,365878432#1,365878432#2,365878432#3,365878432#4,365878432#5,550900601,924947801#1,60681193,-60633872#0,-60633892,-60633916#1,-60633916#0,60633934#0,60633934#1,60633934#2,60633934#3,924947804,60633940#1,924947808,550905964#1,550905964#2,60633863#0,60633863#1,60633863#2,1326224125,60633918#1,576814115#5,576814115#6,924947812#0,924947812#1,924947812#2,204975789#0,204975789#1,204975789#2,550891105#0",6.366961517114575,78.0,3648.1819173472527,10.07961538461538,0.0,0.0,0.0,0.0,0.07441568704503891,0.0,0.6512087505462374,2.0
-463687737#2,-60681237#0,"-463687737#2,-463687737#1,-463687737#0,60994183#8,60994183#9,60994183#10,60994135#0,60994135#1,60994135#2,60994135#3,60994135#4,60994135#5,60994135#6,60994135#7,1156823482#0,1156823482#1,1157076172#2,1157076172#3,1157076172#4,1157076172#5,1157076172#6,23735168#0,23735168#1,23735168#2,23735168#3,23735168#4,1164554899#0,1164554899#1,1164554899#2,23735159#2,23735159#3,23735159#4,23735158#0,23735158#1,23735158#2,-60681222#5,-60681222#4,-60681222#3,60681237#0,-60681237#0",1.2076594064551665,40.0,1097.0285447604572,13.473000000000003,0.0,0.0,0.5297995944890252,0.0,0.0,0.0,0.32814599272340494,0.0
60994220#11,-60994183#1,"60994220#11,60994220#12,60994220#13,60994220#14,60994220#15,60994220#16,60994220#17,60994220#18,23735160#0,23735160#1,23735160#2,23735160#3,23735160#4,23735160#5,1157076172#0,1156823492#0,1156823492#1,-60994135#7,-60994135#6,-60994135#5,-60994135#4,-60994135#3,-60994135#2,-60994135#1,-60994135#0,-60994183#10,-60994183#9,-60994183#8,-60994183#7,-60994183#6,-60994183#5,-60994183#4,-60994183#3,-60994183#2,-60994183#1",1.4973852607997844,35.0,1006.0747005511961,11.030571428571427,0.0,0.0,0.2710628804445325,0.0,0.0,0.0,0.06431946352398842,0.0
-60994183#1,60994220#11,"-60994183#1,-60994183#0,60994183#0,60994183#1,60994183#2,60994183#3,60994183#4,60994183#5,60994183#6,60994183#7,60994183#8,60994183#9,60994183#10,60994114#0,60994114#1,60994114#2,60994114#3,60994114#4,60994114#5,1164554894,60994220#0,60994220#1,60994220#2,60994220#3,60994220#4,60994220#5,60994220#6,60994220#7,60994220#8,60994220#9,60994220#10,60994220#11",2.0721488595438173,32.0,1127.699458823227,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.8925943193081072,0.0
-60994183#1,60994220#11,"-60994183#1,-60994183#0,60994183#0,60994183#1,60994183#2,60994183#3,60994183#4,60994183#5,60994183#6,60994183#7,60994183#8,60994183#9,60994183#10,60994114#0,60994114#1,60994114#2,60994114#3,60994114#4,60994114#5,1164554894,60994220#0,60994220#1,60994220#2,60994220#3,1115192659,-1115192659,60994220#4,60994220#5,60994220#6,60994220#7,60994220#8,60994220#9,60994220#10,60994220#11",2.075292608043937,34.0,1127.6994588232271,8.65705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.892594319308107,0.0
-60994153#2,-599970784#10,"-60994153#2,-60994153#1,144915713#4,144915713#5,144915723#8,144915723#1,144915723#2,60994109#0,60994109#1,60994109#2,60994199#0,60994199#1,60994199#2,60994199#3,60994199#4,60994199#5,60994199#6,60994199#7,60994199#8,60994199#9,60994199#10,-60994115#5,-60994115#4,-60994115#3,-60994115#2,-60994115#1,-60994115#0,599970784#6,599970784#7,599970784#8,599970784#9,599970784#10,-599970784#10",1.853706118876636,33.0,919.6179079969655,10.014848484848484,0.0,0.0,0.4252803956253156,0.0,0.0,0.0,0.48012464481676786,0.0
-60994153#2,-599970784#10,"-60994153#2,-60994153#1,144915713#4,144915713#5,144915723#8,144915723#1,144915723#2,60994109#0,60994109#1,60994109#2,60994199#0,60994199#1,-60994217,60994217,60994199#2,60994199#3,60994199#4,60994199#5,60994199#6,60994199#7,60994199#8,60994199#9,60994199#10,-60994115#5,-60994115#4,-60994115#3,-60994115#2,-60994115#1,-60994115#0,599970784#6,599970784#7,599970784#8,599970784#9,599970784#10,-599970784#10",2.2252203977343274,35.0,1244.1681858913867,10.236285714285712,0.0,0.0,0.3143429257973459,0.0,0.0,0.0,0.6157378946237421,0.0
60994109#0,60994220#11,"60994109#0,60994109#1,60994109#2,60994199#0,60994199#1,60994199#2,60994199#3,60994199#4,60994199#5,60994199#6,60994199#7,60994183#0,60994183#1,60994183#2,60994183#3,60994183#4,60994183#5,60994183#6,60994183#7,60994183#8,60994183#9,60994183#10,60994114#0,60994114#1,60994114#2,60994114#3,60994114#4,60994114#5,1164554894,60994220#0,60994220#1,60994220#2,60994220#3,60994220#4,60994220#5,60994220#6,60994220#7,60994220#8,60994220#9,60994220#10,60994220#11",2.4318888390489395,41.0,1355.1271233712387,8.736829268292682,0.0,0.0,0.15258136828649754,0.0,0.0,0.0,0.8474186317135025,0.0
684907507#1,-60681261#2,"684907507#1,599974687#0,599974687#1,-179466459,-27777441#1,-27777441#0,-1164554869#0,752298268#0,752298268#1,1157076154,-60633846#3,-60633846#2,-60633846#1,-60633846#0,756587274#0,756587274#1,756587274#2,-550905970,550905969,60681260,-550905968,60681255#1,60681255#2,60681255#3,60681255#4,60681219#0,60681219#1,60681219#2,60681219#3,-60681261#3,-60681261#2",2.62393671651526,31.0,2301.5770656503814,12.455161290322577,0.0,0.0,0.06445645093415765,0.0,0.0,0.0,0.7893299635922908,2.0
684907507#1,-60681261#2,"684907507#1,599974687#0,599974687#1,-179466459,-27777441#1,-27777441#0,-1164554869#0,752298268#0,752298268#1,1157076154,-60633846#3,-60633846#2,-60633846#1,-60633846#0,60633872#0,-60681193,924947800,1107401566,1107401567#1,60681255#0,60681255#1,60681255#2,60681255#3,60681255#4,60681219#0,60681219#1,60681219#2,60681219#3,-60681261#3,-60681261#2",2.8178784976913733,30.0,2151.643025849995,11.851333333333331,0.0,0.0,0.0689480027220923,0.21386260081488306,0.0,0.0,0.5607871350425937,2.0
684907507#1,-60681261#2,"684907507#1,599974687#0,599974687#1,-179466459,-27777441#1,-27777441#0,-1164554869#0,752298268#0,752298268#1,1157076154,-60633846#3,-60633846#2,-60633846#1,-60633846#0,60633872#0,-60681193,60681193,-60681193,924947800,1107401566,1107401567#1,60681255#0,60681255#1,60681255#2,60681255#3,60681255#4,60681219#0,60681219#1,60681219#2,60681219#3,-60681261#3,-60681261#2",3.336245844630148,32.0,2296.2794652786793,11.737741935483868,0.0,0.0,0.0646051543143823,0.20039197340365517,0.0,0.0,0.588451966740682,2.0
143415304#1,-143415301#0,"143415304#1,143415305#0,143415305#1,143415321#0,-221120854#3,-221120854#2,143415309#0,143415366#0,143415366#1,-143415301#1,-143415301#0",1.473389355742297,11.0,811.5327354690123,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.5983110087642758,0.0
143415304#1,-143415301#0,"143415304#1,143415305#0,143415305#1,143415321#0,-221120854#3,-221120854#2,143415309#0,143415309#1,143415376#0,-143415301#2,-143415301#1,-143415301#0",2.188575430172069,12.0,1189.2256811340053,8.33,0.0,0.0,0.0,0.0,0.0934789352472961,0.0,0.47338249326398896,0.0
-331910921#1,-143415367#1,"-331910921#1,-331910921#0,-42988031,48796639#0,48796639#1,1369712592,48796632#1,1369712595#1,1369712594,1323027865#1,-599926491,-48796685#0,-560544696#2,-560544696#1,-560544696#0,-560544697#2,48796684#0,48796657,988736351,48796660#1,800179074,-1152783649,-988822530,-988736350,-23735091,23735096#0,23735096#2,23735096#3,23735096#4,-23735103,382329292#0,382329292#1,23735119#0,23735119#2,23735119#3,23735119#4,23735206#0,23735206#2,23735206#3,204975787#0,204975787#1,204975789#0,204975789#1,204975789#2,204975789#3,868812833#0,868812833#1,-1162140280,-60633879,660002226#0,660002226#1,-60633895,60633892,756587274#0,756587274#1,756587274#2,756587274#3,756587274#4,60681228#0,60681228#1,60681228#2,1164554893#3,868819342#0,868819342#1,1115538234#0,1115538234#1,1115538235#0,1115538235#1,60681230#0,60681230#1,60681230#2,60681230#3,60681230#4,60681230#5,60681230#6,60681230#7,144915723#4,144915723#5,144915723#6,60994148#0,60994148#1,60994148#2,60994148#3,60994148#4,1157076172#4,1157076172#5,1157076172#6,23735168#0,23735168#1,23735168#2,23735168#3,23735168#4,-150118051#1,-150118051#0,924729047#0,924729047#1,924729047#2,924729047#3,60681268#0,60681268#1,869772915,144915715#0,144915715#1,144915715#2,144915715#3,613492884,613492878,613492886,613492887#0,613492887#1,143415408,854855699#0,854855699#1,854855700#0,854855700#1,854855700#2,854855700#3,854855700#4,1047614069,-143415376#2,-143415376#1,-143415376#0,-143415323#6,-143415323#5,-143415323#4,-143415323#3,143415367#0,143415367#1,-143415367#1",9.37160096035922,129.0,6473.315834629717,11.562945736434108,0.0,0.0,0.43366767821874946,0.0,0.026028974737607253,0.0,0.35155426606620743,7.0
-331910921#1,-143415367#1,"-331910921#1,-331910921#0,-42988031,48796639#0,48796639#1,1369712592,48796632#1,1369712595#1,1369712594,1323027865#1,-599926491,-48796685#0,-560544696#2,-560544696#1,-560544696#0,-560544697#2,48796684#0,48796657,988736351,48796660#1,800179074,-1152783649,-988822530,-988736350,-23735091,23735096#0,23735096#2,23735096#3,23735096#4,-23735103,382329292#0,382329292#1,23735119#0,23735119#2,23735119#3,23735119#4,23735206#0,23735206#2,23735206#3,204975787#0,204975787#1,204975789#0,204975789#1,204975789#2,204975789#3,868812833#0,868812833#1,-1162140280,-60633879,660002226#0,660002226#1,-60633895,60633892,756587274#0,756587274#1,756587274#2,756587274#3,756587274#4,60681228#0,60681228#1,60681228#2,1164554893#3,868819342#0,868819342#1,1115538234#0,1115538234#1,1115538235#0,1115538235#1,60681230#0,60681230#1,60681230#2,60681230#3,60681230#4,60681230#5,60681230#6,60681230#7,144915723#4,144915723#5,144915723#6,60994148#0,60994148#1,60994148#2,60994148#3,60994148#4,1157076172#4,1157076172#5,1157076172#6,23735168#0,60681187#0,60681187#1,60681187#2,1115216863,60681217#0,60681217#1,924729047#0,924729047#1,924729047#2,924729047#3,60681268#0,60681268#1,869772915,144915715#0,144915715#1,144915715#2,144915715#3,613492884,613492878,613492886,613492887#0,613492887#1,143415408,854855699#0,854855699#1,854855700#0,854855700#1,854855700#2,854855700#3,854855700#4,1047614069,-143415376#2,-143415376#1,-143415376#0,-143415323#6,-143415323#5,-143415323#4,-143415323#3,143415367#0,143415367#1,-143415367#1",9.340883417762626,129.0,6455.742686217189,11.562945736434108,0.0,0.0,0.3973481504439784,0.0,0.026099828093808466,0.0,0.3904129565021218,7.0
-331910921#1,-143415367#1,"-331910921#1,-331910921#0,-42988031,48796688,331910922#0,331910922#1,331910922#2,331910922#3,-48796727,48796691#3,-48796692,-560544695,-48796685#0,-560544696#2,-560544696#1,-560544696#0,-560544697#2,48796684#0,48796657,988736351,48796660#1,800179074,-1152783649,-988822530,-988736350,-23735091,23735096#0,23735096#2,23735096#3,23735096#4,-23735103,382329292#0,382329292#1,23735119#0,23735119#2,23735119#3,23735119#4,23735206#0,23735206#2,23735206#3,204975787#0,204975787#1,204975789#0,204975789#1,204975789#2,204975789#3,868812833#0,868812833#1,-1162140280,-60633879,660002226#0,660002226#1,-60633895,60633892,756587274#0,756587274#1,756587274#2,756587274#3,756587274#4,60681228#0,60681228#1,60681228#2,1164554893#3,868819342#0,868819342#1,1115538234#0,1115538234#1,1115538235#0,1115538235#1,60681230#0,60681230#1,60681230#2,60681230#3,60681230#4,60681230#5,60681230#6,60681230#7,144915723#4,144915723#5,144915723#6,60994148#0,60994148#1,60994148#2,60994148#3,60994148#4,1157076172#4,1157076172#5,1157076172#6,23735168#0,60681187#0,60681187#1,60681187#2,1115216863,60681217#0,60681217#1,924729047#0,924729047#1,924729047#2,924729047#3,60681268#0,60681268#1,869772915,144915715#0,144915715#1,144915715#2,144915715#3,613492884,613492878,613492886,613492887#0,613492887#1,143415408,854855699#0,854855699#1,854855700#0,854855700#1,854855700#2,854855700#3,854855700#4,1047614069,-143415376#2,-143415376#1,-143415376#0,-143415323#6,-143415323#5,-143415323#4,-143415323#3,143415367#0,143415367#1,-143415367#1",8.65579015799652,130.0,5907.356136813079,11.709153846153846,0.0,0.0,0.4045534026935724,0.0,0.0285227046458434,0.0,0.36350532783985984,7.0
48796691#2,368804651#1,"48796691#2,48796691#3,48796691#4,48796691#5,48796691#6,48796639#0,48796639#1,778180980#1,778180980#2,48796735,382543213#0,368804651#0,368804651#1",1.0690850134150132,13.0,770.1803964144772,11.75153846153846,0.0,0.0,0.3158606377170341,0.0,0.0,0.0,0.6841393622829659,0.0
48796691#2,368804651#1,"48796691#2,48796691#3,48796691#4,48796728,-48796728,48796691#5,48796691#6,48796639#0,48796639#1,778180980#1,778180980#2,48796735,382543213#0,368804651#0,368804651#1",1.2278443126710727,15.0,931.2327827734455,12.036666666666664,0.0,0.0,0.26123400686573406,0.0,0.0,0.0,0.7387659931342659,0.0
869772911#2,60994148#3,"869772911#2,869772911#3,60681250#1,60681250#2,1157076151,1157076152,60681203#0,60681203#1,60681203#2,60681203#3,60681203#4,144915723#6,60994148#0,60994148#1,60994148#2,60994148#3",0.4476001919846412,16.0,458.97080970892716,13.89,0.0,0.0,0.5924892208968723,0.0,0.0,0.0,0.40751077910312766,0.0
45734867#4,-367155342#0,"45734867#4,367155349#0,367155349#1,1091359190,719708425,367155353#0,367155342#0,-367155342#0",0.3849292056635468,8.0,420.98189671395227,13.89,0.0,0.0,0.85762541322358,0.0,0.0,0.0,0.0,0.0
45734867#4,-367155342#0,"45734867#4,367155349#0,367155349#1,1091359192#0,1091359171#2,719708425,367155353#0,367155342#0,-367155342#0",0.3851691864650827,9.0,420.98189671395227,13.89,0.0,0.0,0.85762541322358,0.0,0.0,0.0,0.0,0.0
