origins,destinations,path,free_flow_time
-39519003#2,618140830#0,"-39519003#2,-39519003#1,39519003#1,-39519003#1,-39519003#0,-782034462,729156156#0,729156156#1,152209349,152209328#0,152209328#1,929557840,782034463,-152046752#2,-152046752#0,-799286661#1,-799286661#0,799286660#0,799286660#1,204820307#1,204820307#2,39124873#0,204820353#0,204820353#1,152046758#1,299015084#0,299015084#1,299015084#2,26388815#0,26388815#1,618140830#0",2.7444417497905294
-39518999#3,-456246565#2,"-39518999#3,-39518999#2,-39518999#1,-39518999#0,618249921#0,39519000#0,39519000#1,39517940,39517938#3,39517938#4,108773860#0,-456246569,-370259839,456246563#1,370259831#0,370259818,456246565#1,456246565#2,-456246565#2",1.183177345812335
-39518999#3,-456246565#2,"-39518999#3,-39518999#2,-39518999#1,-39518999#0,618249921#0,39519000#0,39519000#1,39517940,39517938#3,39517938#4,108773860#0,-456246569,-456246563#2,456246563#2,-456246563#2,370259831#0,370259818,456246565#1,456246565#2,-456246565#2",1.2252939764818813
-39518999#3,-456246565#2,"-39518999#3,-39518999#2,-39518999#1,-39518999#0,618249921#0,39519000#0,39519000#1,39517940,39517938#3,39517938#4,108773860#0,-456246569,-456246563#2,370259831#0,370259818,456246565#1,456246565#2,-456246565#2",1.1465682745380368
-182438139,39519007#4,"-182438139,182438144#0,182438144#1,182438097#0,182438097#1,39519007#0,39519007#1,39519007#2,39519007#3,39519007#4",0.6906167506599471
-182438139,39519007#4,"-182438139,182438144#0,182438144#1,182438097#0,152209333,-211191203,39519007#0,39519007#1,39519007#2,39519007#3,39519007#4",0.7370290376769857
182438097#1,-152046773#1,"182438097#1,211191203,182438121#0,182438121#1,182438121#2,182438101,1220303669,1220303668,223842964#2,1220303665,799283568#0,799283568#1,729156156#0,729156156#1,152209349,152209328#0,152209354,-152209393#5,-152209393#4,-152209393#3,-152209393#2,-152209393#1,-152209393#0,-152046773#3,-152046773#2,-152046773#1",3.8262458715532977
182438097#1,-152046773#1,"182438097#1,-182438097#1,152209333,182438121#0,182438121#1,182438121#2,182438101,1220303669,1220303668,223842964#2,1220303665,799283568#0,799283568#1,729156156#0,729156156#1,152209349,152209328#0,152209354,-152209393#5,-152209393#4,-152209393#3,-152209393#2,-152209393#1,-152209393#0,-152046773#3,-152046773#2,-152046773#1",3.847916137931987
182438097#1,-152046773#1,"182438097#1,211191203,39519006#0,-39519006#0,182438121#0,182438121#1,182438121#2,182438101,1220303669,1220303668,223842964#2,1220303665,799283568#0,799283568#1,729156156#0,729156156#1,152209349,152209328#0,152209354,-152209393#5,-152209393#4,-152209393#3,-152209393#2,-152209393#1,-152209393#0,-152046773#3,-152046773#2,-152046773#1",4.005619521661288
-152047123#0,152046981,"-152047123#0,-618249958,-152209369#1,-152209369#0,618249956#0,618249956#1,618249956#2,618249956#3,618249956#4,618249956#5,-504554745#1,-504554745#0,-152046798#3,-152046798#2,-152046798#1,-152046798#0,-152046785#7,-152046785#6,-152046785#5,-152046785#4,-152046785#3,-152046785#2,-152046785#1,-152046785#0,152047046#0,152047046#1,618371696,618371695,618249895#0,152047060,-152046947#8,-152046947#7,-152046947#6,-152046947#5,-152046947#4,-152046947#3,-152046947#2,-152046947#1,-152046947#0,152046835,152046800#5,152046800#6,152046800#7,152046800#8,152046800#9,152046800#10,152046800#11,618249960,609885407#0,609885407#1,-135588179#11,-135588179#10,-135588179#9,-135588179#8,-135588179#7,-135588179#6,152046981",2.992752606794158
-152047123#0,152046981,"-152047123#0,-618249958,-152209369#1,-152209369#0,618249956#0,618249956#1,618249956#2,618249956#3,618249956#4,618249956#5,-504554745#1,-504554745#0,-152046798#3,-152046798#2,-152046798#1,-152046798#0,-152046785#7,-152046785#6,-152046785#5,-152046785#4,-152046785#3,-152046785#2,-152046785#1,-152046785#0,152047046#0,152047046#1,618371696,152047023,152046964,618249895#0,152047060,-152046947#8,-152046947#7,-152046947#6,-152046947#5,-152046947#4,-152046947#3,-152046947#2,-152046947#1,-152046947#0,152046835,152046800#5,152046800#6,152046800#7,152046800#8,152046800#9,152046800#10,152046800#11,618249960,609885407#0,609885407#1,-135588179#11,-135588179#10,-135588179#9,-135588179#8,-135588179#7,-135588179#6,152046981",3.0115191054742634
-152046800#10,-294503494#4,"-152046800#10,-165625900#1,-609885417#1,-609885417#0,609885416,-198122484#14,-799286665#2,-799286665#1,165625902,799286664#0,799286664#1,-135588176#4,-135588176#3,-135588176#2,-135588176#1,-135588176#0,-618249904#2,-618249904#1,-618249904#0,-618249919#1,-618249919#0,1177888143,609888741,109790567#2,109790567#3,109790567#4,109790567#5,109790567#6,134461617#4,-414212519,-107619772#3,-107619772#2,-107619772#1,-107619772#0,-746415891#2,-746415891#1,-746415891#0,-414212513,-107619769#1,-107619769#0,-39517524#6,-39517524#5,-39517524#4,1101067733,-39517931#4,-39517931#3,39517934#0,39517934#1,-294503494#5,-294503494#4",4.235180408588896
-152046800#10,-294503494#4,"-152046800#10,152046800#10,152046800#11,618249960,-135588182#11,-135588182#10,-135588182#9,-135588182#8,-135588182#7,-135588182#6,-135588182#5,-135588182#4,-135588182#3,-135588182#2,-135588182#1,-135588182#0,-618249904#2,-618249904#1,-618249904#0,-618249919#1,-618249919#0,1177888143,609888741,109790567#2,109790567#3,109790567#4,109790567#5,109790567#6,134461617#4,-414212519,-107619772#3,-107619772#2,-107619772#1,-107619772#0,-746415891#2,-746415891#1,-746415891#0,-414212513,-107619769#1,-107619769#0,-39517524#6,-39517524#5,-39517524#4,1101067733,-39517931#4,321441904#0,321441903,39517934#1,-294503494#5,-294503494#4",3.9258391828896513
-152046800#10,-294503494#4,"-152046800#10,-165625900#1,-609885417#1,-609885417#0,609885416,-198122484#14,-799286665#2,-799286665#1,165625902,799286664#0,799286664#1,-135588176#4,-135588176#3,-135588176#2,-135588176#1,-135588176#0,-618249904#2,-618249904#1,-618249904#0,-618249919#1,-618249919#0,1177888143,609888741,109790567#2,109790567#3,109790567#4,109790567#5,109790567#6,134461617#4,-414212519,-107619772#3,-107619772#2,-107619772#1,-107619772#0,-746415891#2,-746415891#1,-746415891#0,-414212513,-107619769#1,-107619769#0,-39517524#6,-39517524#5,-39517524#4,1101067733,-39517931#4,321441904#0,321441903,39517934#1,-294503494#5,-294503494#4",4.234664449865593
204820353#0,-294503494#4,"204820353#0,107619766,204820307#2,39124873#0,211158608#0,211158608#1,107619760#0,107619760#1,107619760#2,39517423,678586582#0,678586582#3,294503495#5,1004099255#0,1004099255#1,39517524#0,39517524#1,39517524#2,39517524#3,1101067733,-39517931#4,-39517931#3,39517934#0,39517934#1,-294503494#5,-294503494#4",1.6683655838586018
204820353#0,-294503494#4,"204820353#0,107619766,204820307#2,39124873#0,211158608#0,211158608#1,107619760#0,107619760#1,107619760#2,39517423,678586582#0,678586582#3,294503495#5,1004099255#0,1004099255#1,39517524#0,39517524#1,39517524#2,39517524#3,1101067733,-39517931#4,321441904#0,321441903,39517934#1,-294503494#5,-294503494#4",1.6678496251352997
204820353#0,-294503494#4,"204820353#0,107619766,204820307#2,39124873#0,211158608#0,211158608#1,107619760#0,107619760#1,107619760#2,39517423,678586582#0,678586582#3,294503495#5,1004099255#0,1004099255#1,39517524#0,39517524#1,39517524#2,39517524#3,1101067733,-39517931#4,-39517931#3,39517934#0,39517934#1,-39517934#1,39517934#1,-294503494#5,-294503494#4",1.9236811586126215
-782034444,-294503494#4,"-782034444,782034444,782034445,-182438103#1,-168924810#1,-168924810#0,-39518102#1,-39518102#0,-108773877#1,-108773877#0,108773860#0,108773860#1,108773860#2,-107234423#2,-107234423#1,-107234423#0,-39518098,-294503494#4",1.8038996880249578
-782034444,-294503494#4,"-782034444,782034444,782034445,-182438103#1,-168924810#1,-168924810#0,-39518102#1,-39518102#0,-108773877#1,-108773877#0,108773860#0,-456246569,456246569,108773860#1,108773860#2,-107234423#2,-107234423#1,-107234423#0,-39518098,-294503494#4",2.0774898008159344
-782034444,-294503494#4,"-782034444,782034444,782034445,-182438103#1,-168924810#1,-168924810#0,39518103#2,-456246561#0,-108773877#2,-108773877#1,-108773877#0,108773860#0,108773860#1,108773860#2,-107234423#2,-107234423#1,-107234423#0,-39518098,-294503494#4",1.9647228221742257
108808631#0,-618371694#1,"108808631#0,108808631#1,299015076#1,299015076#2,299015076#3,107619771,-152046733,152046743#0,152046743#1,152046743#2,152047035,-782034463,-929557840,-152209328#1,152209354,-152209393#5,-152209393#4,-152209393#3,-152209393#2,-152209393#1,-152209393#0,-152046773#3,-152046773#2,-152046773#1,-152046773#0,152046782#1,618249898,618249897,152047161#0,152047161#1,152047161#2,152047161#3,152047161#4,152047161#5,479693356#0,479693356#1,138312450#0,138312450#1,138312450#2,152046920#0,152046920#1,-504554747,-152046799,-504554748,-618371694#1",2.8908288309291477
-729156156#0,-152046953#1,"-729156156#0,782034462,39519003#0,39519003#1,39519003#2,39519003#3,618249959#0,618249959#1,618249959#2,223842918,-211185998,-151705609#1,-618249955,151705538#0,151705538#1,151705538#2,151705538#3,-151705611#0,-618249957#0,-618249958,-152209369#1,-152209369#0,618249956#0,618249956#1,618249956#2,618249956#3,618249956#4,618249956#5,-504554745#1,-504554745#0,-152046798#3,-152046798#2,-152046798#1,-152046798#0,-152046953#2,-152046953#1",4.009875858190648
-729156156#0,-152046953#1,"-729156156#0,782034462,39519003#0,39519003#1,39519003#2,39519003#3,618249959#0,618249959#1,618249959#2,223842918,-211185998,-151705609#1,-618249955,151705538#0,151705538#1,151705538#2,151705538#3,-151705611#0,-618249957#0,-618249958,-152209369#1,609029049,-609029049,-152209369#0,618249956#0,618249956#1,618249956#2,618249956#3,618249956#4,618249956#5,-504554745#1,-504554745#0,-152046798#3,-152046798#2,-152046798#1,-152046798#0,-152046953#2,-152046953#1",4.117699232320718
39517032#3,-609153405#1,"39517032#3,152046940,742115159#0,742115159#1,742115159#2,742115159#3,108773866,107619768#1,107619761,799286661#1,799286661#2,152046752#1,-782034463,-929557840,-152209328#1,-152209328#0,-152209349,-729156156#1,782034466,39519001,746413073,782034444,782034445,182438144#0,182438129,-107234406#2,-107234406#1,-107234406#0,370259801#1,618140798,107619764,370259788,-609153405#2,-609153405#1",3.244228461723062
39517032#3,-609153405#1,"39517032#3,152046940,742115159#0,742115159#1,742115159#2,742115159#3,108773866,107619768#1,107619761,799286661#1,799286661#2,152046752#1,-782034463,-929557840,-152209328#1,-152209328#0,-152209349,-729156156#1,782034466,39519001,746413073,782034444,782034445,182438139,-182438139,182438144#0,182438129,-107234406#2,-107234406#1,-107234406#0,370259801#1,618140798,107619764,370259788,-609153405#2,-609153405#1",3.5880369570434363
39517032#3,-609153405#1,"39517032#3,152046940,742115159#0,742115159#1,742115159#2,742115159#3,108773866,107619768#1,107619761,799286661#1,799286661#2,152046752#1,-782034463,-929557840,-152209328#1,-152209328#0,-152209349,152209349,-152209349,-729156156#1,782034466,39519001,746413073,782034444,782034445,182438144#0,182438129,-107234406#2,-107234406#1,-107234406#0,370259801#1,618140798,107619764,370259788,-609153405#2,-609153405#1",3.3328413726901847
-294503494#4,311554015#1,"-294503494#4,-294503494#3,294503494#3,294503494#4,39518098,107234423#0,107234423#1,107234423#2,-108773860#2,-108773860#1,-108773860#0,-39517938#4,456246568#0,456246568#1,456246568#2,456246568#3,299015071#0,299015071#1,299015071#2,299015073,311554015#1",1.4196184305255581
-294503494#4,311554015#1,"-294503494#4,-294503494#3,294503494#3,294503494#4,39518098,107234423#0,107234423#1,107234423#2,-108773860#2,-108773860#1,-108773860#0,108773877#0,1260661089,456246568#0,456246568#1,456246568#2,456246568#3,299015071#0,299015071#1,299015071#2,299015073,311554015#1",1.419858411327094
-294503494#4,311554015#1,"-294503494#4,-294503494#3,39517935,-370259792#2,-370259792#1,-370259792#0,107234423#0,107234423#1,107234423#2,-108773860#2,-108773860#1,-108773860#0,-39517938#4,456246568#0,456246568#1,456246568#2,456246568#3,299015071#0,299015071#1,299015071#2,299015073,311554015#1",1.198122150227982
726062571,-456246561#1,"726062571,108808631#0,108808631#1,299015076#1,299015076#2,299015076#3,108808627,722122069,504554782#0,504554782#1,39124870#2,39124870#3,1004099258,-39517937#1,39517941#0,39518996,39519000#1,39517940,39517938#3,-1260661089,108773877#1,108773877#2,456246561#0,456246561#1,-456246561#1",1.450179985601152
726062571,-456246561#1,"726062571,108808631#0,108808631#1,299015076#1,299015076#2,299015076#3,108808627,722122069,504554782#0,504554782#1,39124870#2,39124870#3,1004099258,-39517937#1,39517941#0,39518996,39519000#1,39517940,39517938#3,-1260661089,108773877#1,-108773877#1,108773877#1,108773877#2,456246561#0,456246561#1,-456246561#1",1.6268898488120953
