origins,destinations,path,free_flow_time
-842001091#2,39736809#2,"-842001091#2,-842001091#1,102548613#0,102548613#1,102548613#2,102548613#3,1179711189,135405629,-34324056#10,-34324056#8,-34324056#7,-34324056#6,-34324056#5,-34324056#4,-34324056#3,-34324056#2,-34324056#1,-34324056#0,26260420#2,1349606172,1349606171#3,586947143,1349606178,658001131,586948603,1349606170#0,1349606170#1,1349606170#2,1349606170#3,34323039#0,34323039#1,-34323039#1,34323039#1,667201283,412738028#12,412738028#13,412738028#0,5889814#0,177978056,177978070#0,177978070#2,16071844#0,16071844#1,39736809#0,39736809#1,39736809#2",3.793542279312777
-131117193#1,-701130644#1,"-131117193#1,-131117193#0,131117192,16380344#0,16380344#1,17940759#2,17940759#3,17940759#4,17940759#5,17940759#6,17940759#7,17940759#8,17940759#9,17940759#10,22960884#3,22960884#4,22960884#0,-28033573,28213172#0,28213172#1,28213172#2,28213172#3,808520425#0,808520425#1,808520425#2,-28252982#1,-28252982#0,-102015882#4,-102015882#3,-102015882#2,22584560,326041817#3,27628201,1160173926,364868294#0,364868294#1,364868294#2,-806063164#1,-806063164#0,19832208#0,19832208#1,19832208#2,19832208#3,19832208#4,19832208#5,19832208#6,-704357421#2,-27628289#1,-27628289#0,-16380187#4,-16380187#3,-26260431#4,-26260431#3,-26260431#2,-26260431#0,-16379746#1,-16379746#0,932524742#1,26260435#0,26260436#0,26260436#1,26260436#2,-48794475#2,-48794475#1,-48794475#0,-701130644#4,-701130644#3,-701130644#2,-701130644#1",5.908541946087092
-131117193#1,-701130644#1,"-131117193#1,-131117193#0,131117192,16380344#0,16380344#1,17940759#2,17940759#3,17940759#4,17940759#5,17940759#6,17940759#7,17940759#8,17940759#9,17940759#10,22960884#3,22960884#4,22960884#0,-28033573,28213172#0,28213172#1,28213172#2,59717846#3,-158747631,-28213208#1,-28213208#0,-28252982#1,-28252982#0,-102015882#4,-102015882#3,-102015882#2,22584560,326041817#3,27628201,1160173926,364868294#0,364868294#1,364868294#2,-806063164#1,-806063164#0,19832208#0,19832208#1,19832208#2,19832208#3,19832208#4,19832208#5,19832208#6,-704357421#2,-27628289#1,-27628289#0,-16380187#4,-16380187#3,-26260431#4,-26260431#3,-26260431#2,-26260431#0,-16379746#1,-16379746#0,932524742#1,26260435#0,26260436#0,26260436#1,26260436#2,-48794475#2,-48794475#1,-48794475#0,-701130644#4,-701130644#3,-701130644#2,-701130644#1",5.8528915361751075
-131117193#1,-701130644#1,"-131117193#1,-131117193#0,131117192,16380344#0,16380344#1,17940759#2,17940759#3,17940759#4,17940759#5,17940759#6,17940759#7,17940759#8,17940759#9,17940759#10,22960884#3,22960884#4,22960884#0,-28033573,28213172#0,28213172#1,28213172#2,59717846#3,-158747631,-28213208#1,-28213208#0,-28252982#1,-28252982#0,-102015882#4,-102015882#3,-102015882#2,22584560,326041817#3,27628201,1160173926,364868294#0,364868294#1,364868294#2,-806063164#1,-806063164#0,19832208#0,19832208#1,19832208#2,19832208#3,19832208#4,19832208#5,19832208#6,-704357421#2,-27628289#1,-27628289#0,-16380187#4,-16380187#3,-16380187#2,-16380187#1,-842511300#0,-340426164#3,-340426164#2,-340426164#1,-340426164#0,-932524741#2,-932524741#1,-932524741#0,26260428#0,26260428#1,26260428#2,-16380048#8,-16380048#7,-16380048#6,-701130644#2,-701130644#1",5.5075252831224075
26260422#3,16128146#2,"26260422#3,26260422#4,26260422#5,-16379746#1,26260423,26260425#0,26260425#1,-340426164#1,-340426164#0,-932524741#2,-932524741#1,-932524741#0,-1370997472#1,-1370997472#0,-340424046#2,-340424046#1,-340424046#0,-314788170#2,-314788170#1,-314788170#0,-26260409#2,-26260409#1,-26260409#0,932524739#0,932524739#1,220276047#1,26300657#0,26300657#1,26300657#2,26300657#3,16128146#0,16128146#1,16128146#2",2.0038451953855696
26260422#3,16128146#2,"26260422#3,26260422#4,26260422#5,26260422#6,26260422#7,-25932452,-340426164#3,-340426164#2,-340426164#1,-340426164#0,-932524741#2,-932524741#1,-932524741#0,-1370997472#1,-1370997472#0,-340424046#2,-340424046#1,-340424046#0,-314788170#2,-314788170#1,-314788170#0,-26260409#2,-26260409#1,-26260409#0,932524739#0,932524739#1,220276047#1,26300657#0,26300657#1,26300657#2,26300657#3,16128146#0,16128146#1,16128146#2",2.007204249590405
26260422#3,16128146#2,"26260422#3,26260422#4,26260422#5,-16379746#1,-16379746#0,932524742#1,26260435#0,26260436#0,26260436#1,26260436#2,26260436#3,26260436#4,26260436#5,26260428#2,26260433#0,26260433#1,-340424046#0,-314788170#2,-314788170#1,-314788170#0,-26260409#2,-26260409#1,-26260409#0,932524739#0,932524739#1,220276047#1,26300657#0,26300657#1,26300657#2,26300657#3,16128146#0,16128146#1,16128146#2",2.915399593962855
26257424#2,963680794#0,"26257424#2,26257424#3,-340424046#2,-340424046#1,-340424046#0,-26260416#3,-26260416#2,-26260416#1,-26260416#0,26257439#0,-653950558#1,26260407#1,26260407#2,26260407#3,-709082335#2,-709082335#1,-709082335#0,-662389041#1,963680794#0",1.7939655631871179
26257424#2,963680794#0,"26257424#2,26257424#3,-340424046#2,-340424046#1,-340424046#0,-26260416#3,-26260416#2,-26260416#1,-26260416#0,26257439#0,653950558#2,653950558#0,26260407#1,26260407#2,26260407#3,-709082335#2,-709082335#1,-709082335#0,-662389041#1,963680794#0",1.8752350616272426
26257424#2,963680794#0,"26257424#2,26257424#3,-340424046#2,-340424046#1,-340424046#0,-26260416#3,-26260416#2,-26260416#1,-26260416#0,26257439#0,-653950558#1,-26260407#0,26260407#0,26260407#1,26260407#2,26260407#3,-709082335#2,-709082335#1,-709082335#0,-662389041#1,963680794#0",1.794765883315169
-449650470#0,963680793#0,"-449650470#0,-34324056#10,-34324056#8,-34324056#7,-34324056#6,-34324056#5,-34324056#4,-34324056#3,-34324056#2,-34324056#1,-34324056#0,-26260420#1,-26260420#0,-842828714#1,-842828714#0,-82362655#6,-82362655#5,-82362655#4,-82362655#3,-82362655#2,-82362655#1,-82362655#0,-15092099#2,-15092099#1,-15092099#0,-948166651,-325893085#1,-325893085#0,-325893086#2,-325893086#1,-325893086#0,325893088#0,325893088#1,630800538,304496365#8,304496365#9,304496365#10,691266027,662389041#0,963680794#0,963680794#1,963680793#0",3.2301213735661602
-449650470#0,963680793#0,"-449650470#0,-34324056#10,-34324056#8,-34324056#7,-34324056#6,-34324056#5,-34324056#4,-34324056#3,-34324056#2,-34324056#1,-34324056#0,-26260420#1,-26260420#0,-842828714#1,-842828714#0,-82362655#6,-82362655#5,-82362655#4,-82362655#3,-82362655#2,-82362655#1,-82362655#0,-15092099#2,-15092099#1,-15092099#0,-948166651,-325893085#1,-325893085#0,-325893086#2,-325893086#1,-325893086#0,325893088#0,325893088#1,630800538,304496365#8,304496365#9,304496365#10,691266027,-691266027,691266027,662389041#0,963680794#0,963680794#1,963680793#0",3.2620941626818065
49800703#3,-340425204#0,"49800703#3,338206710,27627926#0,27627926#1,289991667#0,289991667#1,289991667#2,289991667#3,289991667#4,158559917,-158560329#2,-158560329#1,-158560329#0,158559374#0,-16380361#2,-16380361#1,-16380361#0,16380344#0,16380344#1,17940759#2,17940759#3,17940759#4,17940759#5,17940759#6,17940759#7,17940759#8,17940759#9,17940759#10,22960884#3,22960884#4,22960884#0,-28033573,-28213306#1,-28213306#0,130458473#4,130458473#1,508586905,-508430531,-340425205#2,-340425205#1,-340425205#0,948166657,658001126#0,658001126#1,658001126#2,130456966#0,130456966#1,658001123,658001124,658001121,340425204#0,340425204#1,340425204#2,-340425204#2,-340425204#1,-340425204#0",2.899007263410075
-11897717#1,-279550627#6,"-11897717#1,-11897717#0,48878077#1,48878077#2,48878077#3,48878077#4,131447914#0,131447914#1,131447914#2,131447914#3,-279550627#9,-279550627#8,658105312,-279550627#6",0.34500354360140395
-11897717#1,-279550627#6,"-11897717#1,-11897717#0,48878077#1,48878077#2,48878077#3,48878077#4,131447914#0,131447914#1,131447914#2,131447914#3,-279550627#9,-279550627#8,-279550627#7,-279550627#6",0.25024598032157425
-314788612#5,16380326#0,"-314788612#5,-314788612#4,314788612#4,314788612#5,314788612#6,314788612#7,314788612#8,314788612#9,-713867854#1,-713867854#0,16379325#1,16379325#2,16379325#3,16379325#4,16379325#5,-1062638165,-22584560,102015882#2,102015882#3,22584564,340424255#0,340424255#1,340424255#2,340424255#3,340424255#4,340424255#5,340424255#6,340424255#7,340424255#8,1370997470,1064509881#0,1064509881#1,27627887#0,27627887#1,27627887#2,281447831#0,281447831#1,281447831#2,941146270#0,941146270#1,941146270#2,941146270#3,-158559917,16380326#0",3.086702586403932
-314788612#5,16380326#0,"-314788612#5,-314788612#4,-314788612#3,-314788612#2,-314788612#1,-314788612#0,26260396#0,26260396#1,26260396#2,26260396#3,26260396#4,26260396#5,102015881#1,102015881#2,102015881#3,102015882#0,102015882#1,102015882#2,102015882#3,22584564,340424255#0,340424255#1,340424255#2,340424255#3,340424255#4,340424255#5,340424255#6,340424255#7,340424255#8,1370997470,1064509881#0,1064509881#1,27627887#0,27627887#1,27627887#2,281447831#0,281447831#1,281447831#2,941146270#0,941146270#1,941146270#2,941146270#3,-158559917,16380326#0",3.1686757285362455
-314788612#5,16380326#0,"-314788612#5,-314788612#4,-314788612#3,-314788612#2,-314788612#1,-314788612#0,26260396#0,26260396#1,26260396#2,16379597#0,16379597#1,26260394,22584554#0,22584554#1,102015881#2,102015881#3,102015882#0,102015882#1,102015882#2,102015882#3,22584564,340424255#0,340424255#1,340424255#2,340424255#3,340424255#4,340424255#5,340424255#6,340424255#7,340424255#8,1370997470,1064509881#0,1064509881#1,27627887#0,27627887#1,27627887#2,281447831#0,281447831#1,281447831#2,941146270#0,941146270#1,941146270#2,941146270#3,-158559917,16380326#0",3.5602026764765666
15920058,-572528502#7,"15920058,572531849#1,572531849#2,572531849#3,572531849#4,572528502#0,572528502#1,572528502#2,572528502#3,572528502#4,572528502#5,572528502#6,572528502#7,-572528502#7",0.6460184073629451
15920058,-572528502#7,"15920058,572531849#1,572531849#2,572531849#3,572531849#4,572528502#0,572528502#1,572528502#2,572528502#3,572528502#4,572528502#5,16380187#0,-842511300#0,-572528502#7",0.7451456032376953
-572528502#7,15920058,"-572528502#7,-572528502#6,-572528502#5,-572528502#4,-572528502#3,-572528502#2,-572528502#1,-572528502#0,-572531849#4,-572531849#3,-572531849#2,-572531849#1,-572531849#0,-709082335#2,-709082335#1,-709082335#0,-662389041#1,-662389041#0,-691266027,656246643,572531854#0,572531854#1,572531854#2,572531854#3,572531854#4,572531854#5,572531854#6,15920058",1.2440376150460182
-572528502#7,15920058,"-572528502#7,-572528502#6,-572528502#5,-572528502#4,-572528502#3,-572528502#2,-572528502#1,-572528502#0,-572531849#4,-572531849#3,-572531849#2,-572531849#1,-572531849#0,-709082335#2,-709082335#1,-709082335#0,-662389041#1,-662389041#0,662389041#0,-662389041#0,-691266027,656246643,572531854#0,572531854#1,572531854#2,572531854#3,572531854#4,572531854#5,572531854#6,15920058",1.2576830732292914
656246642#7,16071881#1,"656246642#7,656246642#8,656246642#9,656246642#10,16071853,630800538,304496365#8,304496365#9,304496365#10,691266027,662389041#0,963680794#0,963680794#1,26260415#0,26260415#1,26260415#2,26260416#0,16071881#0,16071881#1",2.068467386954782
656246642#7,16071881#1,"656246642#7,656246642#8,656246642#9,656246642#10,16071853,630800538,304496365#8,304496365#9,304496365#10,691266027,-691266027,691266027,662389041#0,-662389041#0,662389041#0,963680794#0,963680794#1,26260415#0,26260415#1,26260415#2,26260416#0,16071881#0,16071881#1",2.1140856342537013
-19832208#4,-11897717#1,"-19832208#4,-19832208#3,-16379272#2,-16379272#1,-16379272#0,16379263#2,16379263#3,34083469#6,34083469#7,34083469#8,34083469#9,34083469#10,34083469#11,34083469#12,34083469#13,34083469#14,34083469#15,34083469#16,34083469#17,34083469#18,696904627,696904626,326043291#0,326043291#1,326043291#2,1060516236,-714000704#0,-971185706,-971185705,289991665,-601098680#1,-601098680#0,572525799#0,572525799#1,572525799#2,27313569#0,27313569#1,27313569#2,281447836#0,281447836#1,338206710,-577985427#5,-577985427#4,-577985427#3,-577985427#2,-577985427#1,-577985427#0,131447913#2,48878077#6,11897717#0,11897717#1,-11897717#1",2.162818639387942
-19832208#4,-11897717#1,"-19832208#4,-19832208#3,-16379272#2,-16379272#1,-16379272#0,16379263#2,16379263#3,34083469#6,34083469#7,34083469#8,34083469#9,34083469#10,34083469#11,34083469#12,34083469#13,34083469#14,34083469#15,34083469#16,34083469#17,34083469#18,552180898,16379498,28155192,326043291#0,326043291#1,326043291#2,1060516236,-714000704#0,-971185706,-971185705,289991665,-601098680#1,-601098680#0,572525799#0,572525799#1,572525799#2,27313569#0,27313569#1,27313569#2,281447836#0,281447836#1,338206710,-577985427#5,-577985427#4,-577985427#3,-577985427#2,-577985427#1,-577985427#0,131447913#2,48878077#6,11897717#0,11897717#1,-11897717#1",2.1682566831923227
-19832208#4,-11897717#1,"-19832208#4,-19832208#3,-16379272#2,-16379272#1,-16379272#0,16379263#2,16379263#3,34083469#6,34083469#7,34083469#8,34083469#9,34083469#10,34083469#11,34083469#12,34083469#13,34083469#14,34083469#15,34083469#16,34083469#17,34083469#18,696904627,696904626,326043291#0,326043291#1,326043291#2,1060516236,-714000704#0,-971185706,-971185705,289991665,-601098680#1,-601098680#0,572525799#0,572525799#1,572525799#2,-601098681,279550627#0,279550627#1,279550627#2,279550627#3,279550627#4,279550627#5,279550627#6,279550627#7,279550627#8,279550627#9,131447913#0,131447913#1,131447913#2,48878077#6,11897717#0,11897717#1,-11897717#1",1.834335539884642
-11897717#1,-19832208#4,"-11897717#1,-11897717#0,48878077#1,48878077#2,48878077#3,48878077#4,131447914#0,131447914#1,131447914#2,131447914#3,-279550627#9,-279550627#8,658105312,-279550627#6,-279550627#5,-27314372,-131447930#2,-131447930#1,-131447930#0,21055919#0,21055919#1,-572525799#2,-572525799#1,-572525799#0,601098680#0,601098680#1,-289991665,27314063,119297302,1206199380,577953891,255099147#0,255099147#1,948159672,205332162#0,205332162#1,205212217#0,205212217#1,205212217#2,205212217#3,-19832208#6,-19832208#5,-19832208#4",2.64243080090532
-11897717#1,-19832208#4,"-11897717#1,-11897717#0,48878077#1,48878077#2,48878077#3,48878077#4,131447914#0,131447914#1,131447914#2,131447914#3,-279550627#9,-279550627#8,-279550627#7,-279550627#6,-279550627#5,-27314372,-131447930#2,-131447930#1,-131447930#0,21055919#0,21055919#1,-572525799#2,-572525799#1,-572525799#0,601098680#0,601098680#1,-289991665,27314063,948159671#0,948159671#1,255099147#0,255099147#1,948159672,205332162#0,205332162#1,205212217#0,205212217#1,205212217#2,205212217#3,-19832208#6,-19832208#5,-19832208#4",2.5401498394973405
-11897717#1,-19832208#4,"-11897717#1,-11897717#0,48878077#1,48878077#2,48878077#3,48878077#4,131447914#0,131447914#1,131447914#2,131447914#3,-279550627#9,-279550627#8,658105312,-279550627#6,-279550627#5,-279550627#4,-279550627#3,-279550627#2,-279550627#1,-279550627#0,601098681,-572525799#2,-572525799#1,-572525799#0,601098680#0,601098680#1,-289991665,27314063,948159671#0,948159671#1,255099147#0,255099147#1,948159672,205332162#0,205332162#1,205212217#0,205212217#1,205212217#2,205212217#3,-19832208#6,-19832208#5,-19832208#4",2.1315712160267455
16376477#13,-5889829#1,"16376477#13,16376477#14,553217765,16071875#2,16376494#3,16376494#4,16077128#0,16077128#1,16077128#2,16077128#3,16077128#4,16071848#0,16071848#1,16071848#2,16071848#3,16071848#4,16071848#5,16071848#6,16071848#7,16071848#8,16071848#9,26260415#0,26260415#1,26260415#2,26260416#0,26260416#1,26260416#2,26260416#3,5889829#0,5889829#1,5889829#2,-5889829#2,-5889829#1",3.137074829931972
16376477#13,-5889829#1,"16376477#13,16376477#14,553217765,16071875#2,16376494#3,16376494#4,16077128#0,16077128#1,16077128#2,16077128#3,16077128#4,16071848#0,16071848#1,16071848#2,16071848#3,16071848#4,16071848#5,16071848#6,16071848#7,16071848#8,16071848#9,26260415#0,26260415#1,26260415#2,26260416#0,26260416#1,26260416#2,26260416#3,340424046#0,-26260433#1,-26260433#0,26260428#3,-5889829#2,-5889829#1",3.1704304616014864
-5889829#1,16376477#13,"-5889829#1,-5889829#0,-26260416#3,-26260416#2,-26260416#1,-26260416#0,26257439#0,-26257439#0,16376477#0,16376477#1,16376477#2,16376477#3,16376477#4,16376477#5,16376477#6,16376477#7,16376477#8,16376477#9,16376477#10,16376477#11,16376477#12,16376477#13",1.7171068427370944
-5889829#1,16376477#13,"-5889829#1,-5889829#0,-26260416#3,-26260416#2,-26260416#1,-26260416#0,16376477#0,16376477#1,16376477#2,16376477#3,16376477#4,16376477#5,16376477#6,16376477#7,16376477#8,16376477#9,16376477#10,16376477#11,16376477#12,16376477#13",1.4410964385754297
-5889829#1,16376477#13,"-5889829#1,-5889829#0,-314788170#2,-314788170#1,-314788170#0,-26260409#2,-26260409#1,-26260409#0,932524739#0,932524739#1,220276047#1,15918268#0,15918268#1,15918268#2,16376477#7,16376477#8,16376477#9,16376477#10,16376477#11,16376477#12,16376477#13",1.5439727654920856
330043654#0,16077128#2,"330043654#0,330043654#1,330043654#2,566477536#2,566477536#3,566477536#4,566477536#5,566477536#6,566477536#7,566477536#8,-26257432#2,-26257432#1,16071875#0,16071875#1,16071875#2,16376494#3,16376494#4,16077128#0,16077128#1,16077128#2",2.039733085458806
340424255#7,-314788612#5,"340424255#7,340424255#8,1370997470,27651674#0,27651674#1,27651674#2,22960884#0,-28033573,28213172#0,28213172#1,28213172#2,59717846#3,-158747631,-28213208#1,-28213208#0,-28252982#1,-28252982#0,-102015882#4,-102015882#3,-102015882#2,22584560,1062638165,-16379325#5,-16379325#4,-16379325#3,-16379325#2,-16379325#1,713867854#0,713867854#1,-314788612#9,-314788612#8,-314788612#7,-314788612#6,-314788612#5",2.2204325051242457
340424255#7,-314788612#5,"340424255#7,340424255#8,1370997470,27651674#0,27651674#1,27651674#2,22960884#0,-28033573,28213172#0,28213172#1,28213172#2,28213172#3,808520425#0,808520425#1,808520425#2,-28252982#1,-28252982#0,-102015882#4,-102015882#3,-102015882#2,22584560,1062638165,-16379325#5,-16379325#4,-16379325#3,-16379325#2,-16379325#1,713867854#0,713867854#1,-314788612#9,-314788612#8,-314788612#7,-314788612#6,-314788612#5",2.276082915036231
340424255#7,-314788612#5,"340424255#7,340424255#8,1370997470,27651674#0,27651674#1,27651674#2,22960884#0,-28033573,28213172#0,28213172#1,28213172#2,28213172#3,808520425#0,808520425#1,808520425#2,-28252982#1,-28252982#0,-102015882#4,-102015882#3,-102015882#2,22584560,326041817#3,27628201,1160173926,364868294#0,364868294#1,364868294#2,16379325#0,713867854#0,713867854#1,-314788612#9,-314788612#8,-314788612#7,-314788612#6,-314788612#5",2.570659129461908
130456185#0,28213172#2,"130456185#0,130456185#1,340424253#2,340424253#3,340424253#4,340424253#5,130456965,22584562,340425205#0,340425205#1,340425205#2,508430531,169421210,130458473#3,1317253611,28213306#1,28213172#0,28213172#1,28213172#2",1.3006605481072429
15918268#0,26260422#2,"15918268#0,15918268#1,15918268#2,15918268#3,15918268#4,15918268#5,15918268#6,16071848#0,16071848#1,16071848#2,16071848#3,16071848#4,16071848#5,16071848#6,16071848#7,16071848#8,16071848#9,26260415#0,26260415#1,26260415#2,26260416#0,26260416#1,26260416#2,26260416#3,5889829#0,5889829#1,5889829#2,5889829#3,529048330,48794476#0,48794476#1,48794476#2,82362373,82362340#0,82362340#1,82362340#2,82362340#3,991911524#0,991911524#2,26260422#0,26260422#1,26260422#2",3.623979685466699
15918268#0,26260422#2,"15918268#0,15918268#1,15918268#2,15918268#3,15918268#4,15918268#5,15918268#6,16071848#0,16071848#1,16071848#2,16071848#3,16071848#4,16071848#5,16071848#6,16071848#7,16071848#8,16071848#9,26260415#0,26260415#1,26260415#2,26260416#0,-26260416#0,26260416#0,26260416#1,26260416#2,26260416#3,5889829#0,5889829#1,5889829#2,5889829#3,529048330,48794476#0,48794476#1,48794476#2,82362373,82362340#0,82362340#1,82362340#2,82362340#3,991911524#0,991911524#2,26260422#0,26260422#1,26260422#2",4.257613138848051
15918268#0,26260422#2,"15918268#0,15918268#1,15918268#2,15918268#3,15918268#4,15918268#5,15918268#6,16071848#0,16071848#1,16071848#2,16071848#3,16071848#4,16071848#5,16071848#6,16071848#7,16071848#8,16071848#9,26260415#0,26260415#1,26260415#2,26260416#0,26260416#1,26260416#2,26260416#3,340424046#0,-26260433#1,-26260433#0,26260428#3,5889829#3,529048330,48794476#0,48794476#1,48794476#2,82362373,82362340#0,82362340#1,82362340#2,82362340#3,991911524#0,991911524#2,26260422#0,26260422#1,26260422#2",3.657335317136213
