origins,destinations,path,free_flow_time
-123230354#5,-83825246#0,"-123230354#5,123230354#5,38455325#0,38455325#1,38455332,-28776590,-28755100#1,-28755100#0,-402446413#2,-402446413#0,-405550277,-83824019,-274331752#1,-274331752#0,-537839685#3,83825241#0,83825236#0,83825236#1,-565006940#0,-83825246#5,-83825246#4,-83825246#3,-83825246#2,-83825246#1,-83825246#0",1.6784137269018475
-38455609#0,-123230354#5,"-38455609#0,38455609#0,38455609#1,-402448982#1,-402448982#0,219268189,402448981,402448984#0,402448984#1,38455178,-161602901#1,83461750,-31817198#0,-405371822#1,-405371822#0,-1097203756,-123230354#6,-123230354#5",5.261022722725371
-38455609#0,-123230354#5,"-38455609#0,38455609#0,38455609#1,-402448982#1,402448982#1,-402448982#1,-402448982#0,219268189,402448981,402448984#0,402448984#1,38455178,-161602901#1,83461750,-31817198#0,-405371822#1,-405371822#0,-1097203756,-123230354#6,-123230354#5",5.2987965001031085
-38455609#0,-123230354#5,"-38455609#0,38455609#0,38455609#1,-402448982#1,-402448982#0,219268189,402448981,402448984#0,402448984#1,38455178,-161602901#1,-161602901#0,-31817198#1,-31817198#0,-405371822#1,-405371822#0,-1097203756,-123230354#6,-123230354#5",5.153583317877759
42784477#0,-84661636#2,"42784477#0,42784477#1,42784477#2,42784477#3,42784477#4,42784477#5,316189034#2,316189034#3,144507082,550720851#0,550720851#1,550720850#0,550720850#1,441754127#0,441754127#1,441754127#2,441754127#3,-83987114,-38454442,761975309#2,-83461763#6,-83461763#5,-83461763#4,-83461763#3,-83461763#2,-83461763#1,-83461763#0,-28776590,-28755100#1,-28755100#0,-402446413#2,-402446413#0,-405550277,-83824019,-84661636#2",2.286027478730232
42784477#0,-84661636#2,"42784477#0,42784477#1,42784477#2,42784477#3,42784477#4,42784477#5,316189034#2,316189034#3,144507082,550720851#0,550720851#1,550720850#0,550720850#1,441754127#0,441754127#1,441754127#2,-83399675#1,-83399675#0,-83987114,-38454442,761975309#2,-83461763#6,-83461763#5,-83461763#4,-83461763#3,-83461763#2,-83461763#1,-83461763#0,-28776590,-28755100#1,-28755100#0,-402446413#2,-402446413#0,-405550277,-83824019,-84661636#2",2.2898089913352737
42784477#0,-84661636#2,"42784477#0,42784477#1,42784477#2,42784477#3,42784477#4,42784479#0,-42784479#0,42784477#5,316189034#2,316189034#3,144507082,550720851#0,550720851#1,550720850#0,550720850#1,441754127#0,441754127#1,441754127#2,441754127#3,-83987114,-38454442,761975309#2,-83461763#6,-83461763#5,-83461763#4,-83461763#3,-83461763#2,-83461763#1,-83461763#0,-28776590,-28755100#1,-28755100#0,-402446413#2,-402446413#0,-405550277,-83824019,-84661636#2",2.4236225167454375
83922217,-161594080,"83922217,-83922223#1,-1101781124#1,-441754135#3,-441754135#2,-441754135#1,-1101783586,-702315834,-702253925#1,-27058768#9,-27058768#8,-27058768#7,-27058768#6,-27058768#5,-27058768#4,-27058768#3,-27058768#2,-27058768#1,-27058768#0,24365113,879242582,441754136,42791304,879242581-AddedOnRampEdge,879242581,641854988#1,627182317,83664153#0,83664153#1,83664153#2,83664153#3,641854983,641854982,402448975#0,402448975#1,402448975#2,402448980,402448980-AddedOffRampEdge,28760056,-550720851#1,-550720851#0,-144507082,-316189034#3,-316189034#2,42784477#6,402448979#2,-402448983#1,-402448983#0,-38455854,1098303714,38455870#0,38455870#1,38455820#0,-161594083#2,-161594083#1,-161594083#0,-161594080",2.691955655737115
83922217,-161594080,"83922217,-83922223#1,83922223#0,-83922223#1,-1101781124#1,-441754135#3,-441754135#2,-441754135#1,-1101783586,-702315834,-702253925#1,-27058768#9,-27058768#8,-27058768#7,-27058768#6,-27058768#5,-27058768#4,-27058768#3,-27058768#2,-27058768#1,-27058768#0,24365113,879242582,441754136,42791304,879242581-AddedOnRampEdge,879242581,641854988#1,627182317,83664153#0,83664153#1,83664153#2,83664153#3,641854983,641854982,402448975#0,402448975#1,402448975#2,402448980,402448980-AddedOffRampEdge,28760056,-550720851#1,-550720851#0,-144507082,-316189034#3,-316189034#2,42784477#6,402448979#2,-402448983#1,-402448983#0,-38455854,1098303714,38455870#0,38455870#1,38455820#0,-161594083#2,-161594083#1,-161594083#0,-161594080",2.7129179787512743
83922217,-161594080,"83922217,-83922223#1,-1101781124#1,-441754135#3,-441754135#2,-441754135#1,83894365,83894362,702312304,1101783587,83864643#0,83864643#1,83864643#2,83864643#3,83864643#4,83864643#5,83864643#6,83864643#7,83864643#8,315942589,702314003,197135863,-441754131#4,-441754131#3,-441754131#2,-441754131#1,-441754131#0,-702317377,-441754132,-550794176#5,-550794176#4,-550794176#3,-550794176#2,-550794176#1,-550794176#0,-27055169,-550794178,-83427888,83987114,-441754127#3,-441754127#2,42778604,29056899#4,29056899#5,29056899#6,29056899#7,29056899#8,38455696,83427917#0,38455757#0,38455757#1,1098303713,1098303712,-38455820#1,-161594083#2,-161594083#1,-161594083#0,-161594080",2.8670453436941377
38456059,-29056899#2,"38456059,335699757#1,335699757#2,335699757#3,29058141,316189555#1,316189555#2,206989800#2,42784484,42784477#1,42784477#2,42784477#3,42784477#4,42784477#5,316189034#2,316189034#3,29056899#0,29056899#1,29056899#2,29056899#3,-29056899#3,-29056899#2",0.968292536597072
38456059,-29056899#2,"38456059,335699757#1,335699757#2,335699757#3,335699757#4,335699757#5,335699757#6,161594110#0,161594110#1,1245923841,161594094,161594088,316189034#0,316189034#1,316189034#2,316189034#3,29056899#0,29056899#1,29056899#2,29056899#3,-29056899#3,-29056899#2",0.6451163906887447
38456059,-29056899#2,"38456059,335699757#1,335699757#2,335699757#3,29058141,316189555#1,316189555#2,206989800#2,42784484,42784477#1,42784477#2,42784477#3,42784477#4,42784477#5,42784477#6,-402448979#1,-402448979#0,-1167959916,38452572,29056899#2,29056899#3,-29056899#3,-29056899#2",0.9825773938084953
-29056899#2,38456059,"-29056899#2,-29056899#1,-29056899#0,-316189034#3,-316189034#2,-316189034#1,31730005#0,31730005#1,31730005#2,-206989800#4,-206989800#3,-206989800#2,-316189555#2,31730012#0,31730012#1,38456059",0.6551647389360965
-29056899#2,38456059,"-29056899#2,-29056899#1,-29056899#0,-316189034#3,-316189034#2,-316189034#1,31730005#0,31730005#1,31730005#2,29058138#0,29058138#1,29058138#2,316189555#1,31730012#0,31730012#1,38456059",0.6428417247772292
-29056899#2,38456059,"-29056899#2,-29056899#1,-29056899#0,-316189034#3,42784469#1,42784469#2,42784469#3,565682435#0,565682435#1,565682435#2,31730005#2,-206989800#4,-206989800#3,-206989800#2,-316189555#2,31730012#0,31730012#1,38456059",0.7833309778489898
-83423754,-27191406#0,"-83423754,83423754,31730012#3,31730031#0,31730031#1,31730031#2,31730031#3,42784556#0,42784556#1,666230083,-27191406#3,-27191406#2,-27191406#1,-27191406#0",0.9014074269741874
48052918,42779287,"48052918,48052928#0,161577899,48052928#3,48052928#4,48052930,48052968#0,48052968#1,84053302,48052968#4,-84049600,-84067271#0,550788623#0,550788623#1,550788623#2,550788623#3,550788247#3,550794175,1262598066,1262598069,550787422,1262598067,42779287",1.3734461243100549
48052918,42779287,"48052918,48052928#0,161577899,48052928#3,48052928#4,48052930,48052968#0,48052968#1,84053302,48052968#4,-84049600,84067271#1,-84067271#1,-84067271#0,550788623#0,550788623#1,550788623#2,550788623#3,550788247#3,550794175,1262598066,1262598069,550787422,1262598067,42779287",1.541768658507319
48052918,42779287,"48052918,48052928#0,48052928#1,48052928#2,48052928#3,48052928#4,48052930,48052968#0,48052968#1,84053302,48052968#4,-84049600,-84067271#0,550788623#0,550788623#1,550788623#2,550788623#3,550788247#3,550794175,1262598066,1262598069,550787422,1262598067,42779287",1.303659707223422
42779287,48052918,"42779287,-550788247#3,-550788623#3,-550788623#2,-550788623#1,-550788623#0,84067271#0,84049600,48052968#5,48052968#6,48052968#7,48052968#8,48052918",0.6035397168226542
42779287,48052918,"42779287,-550788247#3,-550788623#3,550788623#3,-550788623#3,-550788623#2,-550788623#1,-550788623#0,84067271#0,84049600,48052968#5,48052968#6,48052968#7,48052968#8,48052918",0.6901487880969522
-83896959#1,297353543#1,"-83896959#1,-83896959#0,83897012#0,83897012#1,1245923793#0,1245923793#1,1245923794#0,1245923794#1,83896959#0,83896959#1,83896355,1290863689,83896822,1290863690,83896673#0,83896673#1,83896567#0,83896567#1,83896567#2,83896567#3,83896567#4,83664959#0,83664959#1,297353941,297353543#0,297353543#1",1.095104391648668
-83896959#1,297353543#1,"-83896959#1,-83896959#0,83897012#0,83897012#1,1245923793#0,1245923793#1,1245923794#0,1245923794#1,83896959#0,83896959#1,83896355,1290863689,83896822,1290863690,83896673#0,83896673#1,83896567#0,83896567#1,83896567#2,83896567#3,83896567#4,-83896567#4,83896567#4,83664959#0,83664959#1,297353941,297353543#0,297353543#1",1.7508039356851448
27058768#4,-28471295,"27058768#4,-38506309#5,-38506309#4,-38506309#3,-38506309#2,-38506309#1,-38506309#0,-661614400,-38506192#7,-38506192#6,-38506192#5,-38506192#4,-38506192#3,-38506192#2,-38506192#1,-38506192#0,38506446#1,38506446#2,38506446#3,38506446#4,-405730200#1,405730202,405730197#7,-27083303#0,1245923851,1245923847,-27093558#6,-27093558#5,-27093558#4,-27093558#3,-27093558#2,-27093558#1,-27093558#0,1245923765,1245923766,-182920797,627092536,1245923795,291624383,464560604,1245923807,311932928,622464587,296245723#0,296245723#1-AddedOnRampEdge,296245723#1,296245723#1-AddedOffRampEdge,356448039#1,337225109-AddedOnRampEdge,337225109,623543698,441754137,1300313414,1120605553,1120605553-AddedOffRampEdge,1179812926#0,1179812926#1-AddedOnRampEdge,1179812926#1,1300306381,1173586128#0,1173586128#1,1300306387,1300306386#0,1300306386#1,1300309079,29599390#0,29599390#1,-28471295",9.517801029619163
27058768#4,-28471295,"27058768#4,-38506309#5,-38506309#4,-38506309#3,-38506309#2,-38506309#1,-38506309#0,-661614400,-38506192#7,-38506192#6,-38506192#5,-38506192#4,-38506192#3,-38506192#2,-38506192#1,-38506192#0,38506446#1,-38506446#1,38506446#1,38506446#2,38506446#3,38506446#4,-405730200#1,405730202,405730197#7,-27083303#0,1245923851,1245923847,-27093558#6,-27093558#5,-27093558#4,-27093558#3,-27093558#2,-27093558#1,-27093558#0,1245923765,1245923766,-182920797,627092536,1245923795,291624383,464560604,1245923807,311932928,622464587,296245723#0,296245723#1-AddedOnRampEdge,296245723#1,296245723#1-AddedOffRampEdge,356448039#1,337225109-AddedOnRampEdge,337225109,623543698,441754137,1300313414,1120605553,1120605553-AddedOffRampEdge,1179812926#0,1179812926#1-AddedOnRampEdge,1179812926#1,1300306381,1173586128#0,1173586128#1,1300306387,1300306386#0,1300306386#1,1300309079,29599390#0,29599390#1,-28471295",9.99722267588746
27058768#4,-28471295,"27058768#4,-38506309#5,-38506309#4,-38506309#3,-38506309#2,-38506309#1,-38506309#0,-661614400,-38506192#7,-38506192#6,-38506192#5,-38506192#4,-38506192#3,-38506192#2,-38506192#1,-38506192#0,38506446#1,38506446#2,38506453,-38506453,38506446#3,38506446#4,-405730200#1,405730202,405730197#7,-27083303#0,1245923851,1245923847,-27093558#6,-27093558#5,-27093558#4,-27093558#3,-27093558#2,-27093558#1,-27093558#0,1245923765,1245923766,-182920797,627092536,1245923795,291624383,464560604,1245923807,311932928,622464587,296245723#0,296245723#1-AddedOnRampEdge,296245723#1,296245723#1-AddedOffRampEdge,356448039#1,337225109-AddedOnRampEdge,337225109,623543698,441754137,1300313414,1120605553,1120605553-AddedOffRampEdge,1179812926#0,1179812926#1-AddedOnRampEdge,1179812926#1,1300306381,1173586128#0,1173586128#1,1300306387,1300306386#0,1300306386#1,1300309079,29599390#0,29599390#1,-28471295",9.610097645889862
83896673#1,-144506309#5,"83896673#1,83896567#0,-83896567#0,550342947#0,550342947#1,1290863687,1245923788#0,1245923788#1,1290863688,83896269,-83896959#1,-83896959#0,83897012#0,83897012#1,1245923793#0,1245923793#1,-83823451#1,-83823451#0,83823452,1245923760#0,1245923760#1,27083289#1,83823453,-144506309#7,-144506309#6,-144506309#5",0.818094552435805
-144506309#5,83896673#1,"-144506309#5,-144506309#4,-144506309#3,144506309#3,144506309#4,144506309#5,144506309#6,144506309#7,83823454,1245923762#0,1245923762#1,1245923763#0,1245923763#1,27083291,83823451#0,83823451#1,1245923794#0,1245923794#1,83896959#0,83896959#1,83896355,1290863689,83896822,1290863690,83896673#0,83896673#1",0.9048896088312933
27058768#4,-38506299#3,"27058768#4,-38506309#5,-38506309#4,-38506309#3,-38506309#2,-38506309#1,-38506309#0,38506299#0,38506299#1,38506299#2,38506299#3,-38506299#3",1.198548116150708
-550722986#3,1300306384,"-550722986#3,-550722986#2,161594104#0,161594104#1,161594098#0,161594098#1,161594098#2,161594083#1,161594083#2,38455820#1,38455820#2,1067475885#0,1067475885#1,1071371044#0,1071371044#1,48053363,335698579,402448982#3,405736579#0,-38455116,-38455120#2,-38455120#1,-38455120#0,402448985,-335701448#1,-335701448#0,-402448977#2,-402448977#1,-402448977#0,-1097203758,-402448994,-402448991,-221347125#1,-221347125#0,-28471296#2,-28471296#1,-28471296#0,-28471295,37688432,1300306384",5.744617010433587
-550722986#3,1300306384,"-550722986#3,-550722986#2,161594104#0,161594104#1,-161594097,-161594103,-161594080,161594080,161594083#0,161594083#1,161594083#2,38455820#1,38455820#2,1067475885#0,1067475885#1,1071371044#0,1071371044#1,48053363,335698579,402448982#3,405736579#0,-38455116,-38455120#2,-38455120#1,-38455120#0,402448985,-335701448#1,-335701448#0,-402448977#2,-402448977#1,-402448977#0,-1097203758,-402448994,-402448991,-221347125#1,-221347125#0,-28471296#2,-28471296#1,-28471296#0,-28471295,37688432,1300306384",5.940321354086095
-550722986#3,1300306384,"-550722986#3,-550722986#2,161594104#0,161594104#1,-161594097,-161594103,161594083#0,161594083#1,161594083#2,38455820#1,38455820#2,1067475885#0,1067475885#1,1071371044#0,1071371044#1,48053363,335698579,402448982#3,-38455102,-38455120#3,-38455120#2,-38455120#1,-38455120#0,402448985,-335701448#1,-335701448#0,-402448977#2,-402448977#1,-402448977#0,-1097203758,-402448994,-402448991,-221347125#1,-221347125#0,-28471296#2,-28471296#1,-28471296#0,-28471295,37688432,1300306384",5.843503616156794
-1067477308#2,-38455820#2,"-1067477308#2,-1067477308#1,-1067477308#0,-1067477309,-234997856,-115910352#1,-115910352#0,-145473073#0,-27894279#3,-27894279#2,-27894279#1,-27894279#0,-550799261#0,30844378,1245923832,1245923833,1245923834,84532059,83658291,550722985,550722986#0,550722986#1,161594104#0,161594104#1,-161594097,-161594103,161594083#0,161594083#1,161594083#2,38455820#1,38455820#2,1067475885#0,1067475885#1,-1067475885#1,-1067475885#0,-38455820#2",3.106454632768782
-1067477308#2,-38455820#2,"-1067477308#2,-1067477308#1,-1067477308#0,-1067477309,-234997856,-115910352#1,-115910352#0,-145473073#0,-27894279#3,-27894279#2,-27894279#1,-27894279#0,-550799261#0,30844378,1245923832,1245923833,1245923834,84532059,83658291,550722985,550722986#0,550722986#1,161594104#0,161594104#1,161594098#0,161594098#1,161594098#2,161594083#1,161594083#2,38455820#1,38455820#2,1067475885#0,1067475885#1,-1067475885#1,-1067475885#0,-38455820#2",3.082228570853735
-1067477308#2,-38455820#2,"-1067477308#2,-1067477308#1,-1067477308#0,-1067477309,-234997856,-37693757,31819424#6,-115910352#0,-145473073#0,-27894279#3,-27894279#2,-27894279#1,-27894279#0,-550799261#0,30844378,1245923832,1245923833,1245923834,84532059,83658291,550722985,550722986#0,550722986#1,161594104#0,161594104#1,-161594097,-161594103,161594083#0,161594083#1,161594083#2,38455820#1,38455820#2,1067475885#0,1067475885#1,-1067475885#1,-1067475885#0,-38455820#2",3.1071505770932357
550342947#1,-27076097#0,"550342947#1,1290863687,1245923788#0,1245923788#1,1290863688,1245923791,1290863689,83896822,1290863690,83896673#0,83896673#1,83896567#0,83896567#1,83896567#2,83896567#3,83896567#4,83896567#5,83896567#6,83896567#7,550342454,879242580,24365109,24365112,27058768#1,27058768#2,27058768#3,27058768#4,27058768#5,27058768#6,27058768#7,27058768#8,27058768#9,702253925#0,702315834,1101783586,441754135#0,441754135#2,441754135#3,1101781124#0,1101781123#0,1101781121#0,1101781121#1,1101781121#2,1101781120,27076092#0,27076092#1,23038316#6,23038316#7,23038316#0,11774587,27076097#0,-27076097#0",3.5089766212042366
550342947#1,-27076097#0,"550342947#1,1290863687,1245923788#0,1245923788#1,1290863688,1245923791,1290863689,83896822,1290863690,83896673#0,83896673#1,83896567#0,83896567#1,83896567#2,83896567#3,83896567#4,83896567#5,83896567#6,83896567#7,550342454,879242580,24365109,24365112,27058768#1,27058768#2,27058768#3,27058768#4,27058768#5,27058768#6,27058768#7,27058768#8,27058768#9,702253925#0,702315834,1101783586,441754135#0,441754135#2,441754135#3,1101781124#0,1101781123#0,1101781121#0,1101781121#1,1101781121#2,1101781120,27076092#0,27076092#1,23038316#6,83824020,83824021,23038316#0,11774587,27076097#0,-27076097#0",3.5635842525937256
550342947#1,-27076097#0,"550342947#1,1290863687,1245923788#0,1245923788#1,1290863688,1245923791,1290863689,83896822,1290863690,83896673#0,83896673#1,83896567#0,83896567#1,83896567#2,83896567#3,83896567#4,83896567#5,83896567#6,83896567#7,550342454,879242580,24365109,24365112,27058768#1,27058768#2,27058768#3,27058768#4,27058768#5,27058768#6,27058768#7,27058768#8,27058768#9,702253925#0,702315834,1101783586,441754135#0,441754135#2,441754135#3,83922217,-83922223#1,1101781123#0,1101781121#0,1101781121#1,1101781121#2,1101781120,27076092#0,27076092#1,23038316#6,23038316#7,23038316#0,11774587,27076097#0,-27076097#0",3.523471461617004
-27076097#0,550342947#1,"-27076097#0,27076262,23038316#2,34223736,34223737,23038316#4,23038327#0,23038327#1,-1101781120,-1101781121#2,-1101781121#1,-1101781121#0,-1101781123#1,-1101781124#1,-441754135#3,-441754135#2,-441754135#1,-1101783586,-702315834,-702253925#1,-27058768#9,-27058768#8,-27058768#7,-27058768#6,-27058768#5,-27058768#4,-27058768#3,-27058768#2,-27058768#1,-27058768#0,24365113,879242582,441754136,879242579,896103274,879242578#0,879242578#1,896104411,896103273#1,27528028,-83896567#7,-83896567#6,-83896567#5,-83896567#4,-83896567#3,-83896567#2,-83896567#1,-83896567#0,550342947#0,550342947#1",3.4978775091332044
-27076097#0,550342947#1,"-27076097#0,27076262,23038316#2,23038316#3,23038316#4,23038327#0,23038327#1,-1101781120,-1101781121#2,-1101781121#1,-1101781121#0,-1101781123#1,-1101781124#1,-441754135#3,-441754135#2,-441754135#1,-1101783586,-702315834,-702253925#1,-27058768#9,-27058768#8,-27058768#7,-27058768#6,-27058768#5,-27058768#4,-27058768#3,-27058768#2,-27058768#1,-27058768#0,24365113,879242582,441754136,879242579,896103274,879242578#0,879242578#1,896104411,896103273#1,27528028,-83896567#7,-83896567#6,-83896567#5,-83896567#4,-83896567#3,-83896567#2,-83896567#1,-83896567#0,550342947#0,550342947#1",3.4710356564814164
-27076097#0,550342947#1,"-27076097#0,27076262,23038316#2,23038316#3,23038316#4,23038327#0,23038327#1,-1101781120,-1101781121#2,-1101781121#1,-1101781121#0,-1101781123#1,-1101781124#1,-441754135#3,-441754135#2,-441754135#1,-1101783586,-702315834,-702253925#1,-27058768#9,-27058768#8,-27058768#7,-27058768#6,-27058768#5,-27058768#4,-27058768#3,-27058768#2,-27058768#1,-27058768#0,24365113,879242582,441754136,879242579,27528053,27528056,879242578#0,879242578#1,896104411,896103273#1,27528028,-83896567#7,-83896567#6,-83896567#5,-83896567#4,-83896567#3,-83896567#2,-83896567#1,-83896567#0,550342947#0,550342947#1",3.4740894121809602
-84054915#2,-83896959#1,"-84054915#2,-84054915#1,-84054915#0,48052860#3,48052860#4,48052860#5,48052916,48052928#0,161577899,48052928#3,48052928#4,48052929,48052996#0,48052996#1,48052996#2,48052996#3,48052996#4,48052996#5,-1101783587,-702312304,702253926,29597829#0,-27058768#9,-27058768#8,-27058768#7,-27058768#6,-27058768#5,-27058768#4,-27058768#3,-27058768#2,-27058768#1,-27058768#0,24365113,879242582,441754136,879242579,896103274,879242578#0,879242578#1,896104411,896103273#1,27528028,-83896567#7,-83896567#6,-83896567#5,-83896567#4,-83896567#3,-83896567#2,-83896567#1,-83896567#0,550342947#0,550342947#1,1290863687,1245923788#0,1245923788#1,1290863688,83896269,-83896959#1",2.8585827967245976
