agent_id,origins,destinations,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km,h3_sequence,cluster
3,169529958#6,-169529966#1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8a75582705affff,8a7558270587fff,8a75582705a7fff,8a755827625ffff,8a75582762effff",3
4,-169529958#12,-39222696#7,0.375,0.375,1.0,0.0,0.4375,0.625,0.5625,0.5625,1.0,0.5625,0.5,0.5,0.125,0.875,0.875,0.875,0.5,0.25,0.875,0.6875,0.375,0.375,0.75,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",0
4,-169529958#12,-39222696#7,0.125,0.125,0.8125,0.1875,0.4375,0.875,0.5625,0.5625,0.75,0.5625,0.25,0.25,0.375,0.625,0.625,0.625,0.75,0.0,0.625,0.25,0.125,0.75,0.375,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",0
4,-169529958#12,-39222696#7,0.25,0.25,0.8125,0.1875,0.4375,0.75,0.5625,0.5625,0.5,0.5625,0.375,0.375,0.625,0.5,0.5,0.5,0.625,0.375,0.5,0.6875,0.25,0.625,0.25,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",0
4,-169529958#12,-39222696#7,0.75,0.75,0.3125,0.6875,0.4375,0.25,0.5625,0.5625,0.375,0.5625,0.875,0.875,0.75,0.25,0.25,0.25,0.125,0.875,0.25,0.6875,0.75,0.125,0.5,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",2
4,-169529958#12,-39222696#7,0.5,0.5,0.125,0.875,0.4375,0.5,0.5625,0.5625,0.125,0.5625,0.625,0.625,1.0,0.0,0.0,0.0,0.375,0.625,0.0,0.125,0.5,0.5,0.125,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",2
4,-169529958#12,-39222696#7,0.875,0.875,0.5,0.5,0.4375,0.125,0.5625,0.5625,0.875,0.5625,1.0,1.0,0.25,0.75,0.75,0.75,0.0,0.75,0.75,0.6875,0.875,0.0,0.875,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",1
4,-169529958#12,-39222696#7,0.625,0.625,0.3125,0.6875,0.4375,0.375,0.5625,0.5625,0.625,0.5625,0.75,0.75,0.5,0.375,0.375,0.375,0.25,0.5,0.375,0.0,0.625,0.25,0.625,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",1
4,-169529958#12,-39222696#7,0.0,0.0,0.625,0.375,0.4375,1.0,0.5625,0.5625,0.25,0.5625,0.125,0.125,0.875,0.125,0.125,0.125,0.875,0.125,0.125,0.375,0.0,0.875,0.0,"8a7558276247fff,8a755827625ffff,8a7558276277fff,8a755827635ffff,8a7558270caffff,8a7558270c2ffff,8a7558270c77fff,8a7558270c57fff,8a7558270c5ffff,8a75582701a7fff,8a75582701affff,8a755827018ffff,8a7558270037fff,8a7558270007fff,8a7558270077fff,8a7558270067fff,8a7558270a97fff,8a7558270a9ffff,8a7558270a8ffff,8a7558270ad7fff,8a7558270ac7fff,8a7558271d2ffff,8a75582756d7fff,8a75582756dffff,8a75582756f7fff,8a75582756e7fff,8a75582756effff,8a755827564ffff,8a7558271937fff,8a7558271927fff,8a7558275287fff,8a75582752affff,8a755827521ffff,8a75582752e7fff,8a7558275257fff",2
5,-1016153889#1,-727735142,0.4,0.4,0.1,0.9,0.475,0.75,0.525,0.525,0.45,0.2,0.5,0.45,0.6,0.7,0.05,0.05,0.475,0.1999999999999999,0.05,0.05,0.4,0.05,0.7,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a75582717affff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d17fff,8a7558271da7fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",0
5,-1016153889#1,-727735142,0.75,0.8,0.6,0.4,0.475,0.2,0.525,0.525,0.85,0.4,0.65,0.85,0.5,0.0999999999999999,0.65,0.65,0.475,0.8,0.65,0.65,0.8,0.65,0.25,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271c27fff,8a7558271c37fff,8a7558271d8ffff,8a7558271daffff,8a7558271da7fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",2
5,-1016153889#1,-727735142,0.1999999999999999,0.25,0.225,0.775,0.475,0.65,0.525,0.525,0.3,0.1,0.45,0.3,0.7,0.75,0.1999999999999999,0.1999999999999999,0.475,0.6,0.1999999999999999,0.1999999999999999,0.25,0.0999999999999999,0.9,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a75582717affff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d1ffff,8a7558271daffff,8a7558271d87fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",0
5,-1016153889#1,-727735142,0.35,0.35,0.35,0.65,0.475,1.0,0.525,0.525,0.4,0.75,0.1,0.4,0.85,0.25,0.0999999999999999,0.0999999999999999,0.475,0.05,0.0999999999999999,0.0999999999999999,0.35,0.4499999999999999,0.5,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a75582717affff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271c27fff,8a7558271c37fff,8a7558271d8ffff,8a7558271daffff,8a7558271d87fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",0
5,-1016153889#1,-727735142,0.0,0.0,0.475,0.525,0.475,0.6,0.525,0.525,0.05,0.55,0.25,0.05,0.75,0.95,0.4499999999999999,0.4499999999999999,0.475,0.7,0.4499999999999999,0.4499999999999999,0.0,0.25,0.85,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a75582717affff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d1ffff,8a7558271daffff,8a7558271da7fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",0
5,-1016153889#1,-727735142,0.7,0.75,0.725,0.275,0.475,0.15,0.525,0.525,0.8,0.35,0.95,0.8,0.2,0.4499999999999999,0.7,0.7,0.475,0.75,0.7,0.7,0.75,0.6,0.4,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d1ffff,8a7558271daffff,8a7558271d87fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",1
5,-1016153889#1,-727735142,0.8,0.7,0.85,0.15,0.475,0.4,0.525,0.525,0.75,0.95,0.85,0.75,0.05,0.5,0.75,0.75,0.475,0.0,0.75,0.75,0.7,0.8,0.05,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d17fff,8a7558271da7fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",1
5,-1016153889#1,-727735142,0.25,0.3,0.1,0.9,0.475,0.7,0.525,0.525,0.35,0.15,0.15,0.35,1.0,0.3,0.15,0.15,0.475,0.65,0.15,0.15,0.3,0.15,0.75,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a75582717affff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271c27fff,8a7558271c37fff,8a7558271d8ffff,8a7558271daffff,8a7558271da7fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",0
5,-1016153889#1,-727735142,0.6,0.6,0.975,0.025,0.475,0.3,0.525,0.525,0.65,0.85,0.8,0.65,0.15,0.55,0.85,0.85,0.475,0.5,0.85,0.85,0.6,0.85,0.3,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d1ffff,8a7558271daffff,8a7558271d87fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",1
5,-1016153889#1,-727735142,0.95,0.95,0.6,0.4,0.475,0.45,0.525,0.525,1.0,0.5,0.7,1.0,0.4,0.0,0.5,0.5,0.475,0.4499999999999999,0.5,0.5,0.95,0.7,0.15,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271c27fff,8a7558271c37fff,8a7558271d8ffff,8a7558271daffff,8a7558271d87fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",2
5,-1016153889#1,-727735142,0.05,0.05,0.225,0.775,0.475,0.55,0.525,0.525,0.1,0.05,0.4,0.1,0.8,0.9,0.4,0.4,0.475,0.9,0.4,0.4,0.05,0.0,0.95,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a75582717affff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d1ffff,8a7558271daffff,8a7558271da7fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",0
5,-1016153889#1,-727735142,0.4499999999999999,0.4499999999999999,0.1,0.9,0.475,0.95,0.525,0.525,0.5,0.25,0.2,0.5,0.9,0.1999999999999999,0.0,0.0,0.475,0.3,0.0,0.0,0.4499999999999999,0.1999999999999999,0.65,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a75582717affff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271c27fff,8a7558271c37fff,8a7558271d8ffff,8a7558271daffff,8a7558271d87fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",0
5,-1016153889#1,-727735142,0.9,0.9,0.6,0.4,0.475,0.25,0.525,0.525,0.95,0.45,1.0,0.95,0.1,0.4,0.55,0.55,0.475,0.25,0.55,0.55,0.9,0.55,0.1999999999999999,"8a7558246ca7fff,8a7558246c17fff,8a755827165ffff,8a755827164ffff,8a7558271647fff,8a7558271667fff,8a755827175ffff,8a7558271757fff,8a7558271707fff,8a7558271727fff,8a755827109ffff,8a755827108ffff,8a7558271087fff,8a75582710affff,8a75582710a7fff,8a7558271017fff,8a7558271187fff,8a7558271c5ffff,8a7558271c47fff,8a7558271c77fff,8a7558271d5ffff,8a7558271d57fff,8a7558271d77fff,8a7558271d2ffff,8a7558271d17fff,8a7558271da7fff,8a7558271db7fff,8a7558270aeffff,8a7558270adffff",1
