origins,destinations,path,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_paved,pct_unpaved,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,pct_lit,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bridges_per_km,tunnels_per_km,bearing_std,turns_per_km,mean_circuity,edge_length_std,edges_per_km,cluster
79119289#0,-174375407#2,"79119289#0,79119289#1,79119289#2,-41231514#8,-41231514#7,-41231514#6,-41231514#5,-41231514#4,-41231514#3,-41231514#2,-41231514#1,-41231514#0,870315480,-979842178#0,-226068307,213840997,1157449881,979838980#0,979838980#1,979838980#2,979838980#3,979838980#4,979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2",3.3248711886206808,2689.360289198347,42.42356756756757,15.883008748940457,39.99600000000001,0.4990049698789015,0.1727246749969039,0.0,0.0,0.0,0.0,0.4842868872170964,0.153466920457669,0.0,0.3622461923252347,0.0,0.0,3.346520745527461,0.3718356383919401,0.0,0.0,0.0,81.70859484394596,2.974685107135521,1.9634402176172383,61.75888374854677,13.757918620501783,1
79119289#0,-174375407#2,"79119289#0,79119289#1,79119289#2,-41231514#8,-41231514#7,-41231514#6,-41231514#5,-41231514#4,1162803895,-41231514#2,-41231514#1,-41231514#0,870315480,-979842178#0,-226068307,213840997,1157449881,979838980#0,979838980#1,979838980#2,979838980#3,979838980#4,979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2",3.3367060593580327,2713.413634859655,42.96454054054054,15.78827827252899,39.99600000000001,0.5141594196450529,0.1711935386236792,0.0,0.0,0.0,0.0,0.4799938742581363,0.1521064965112714,0.0,0.3678996292305924,0.0,0.0,3.316855154103884,0.3685394615670982,0.0,0.0,0.0,81.70859484394596,2.9483156925367857,1.9810010131823947,61.412645312058366,13.635960077982634,1
79119289#0,-174375407#2,"79119289#0,79119289#1,79119289#2,-41231514#8,-41231514#7,-41231514#6,-41231514#5,-41231514#4,1162803895,-41231514#2,-41231514#1,-41231514#0,870315480,979842178#1,-979842178#1,-979842178#0,-226068307,213840997,1157449881,979838980#0,979838980#1,979838980#2,979838980#3,979838980#4,979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,561133136,561133138,-174375407#4,-174375407#3,-174375407#2",3.337506379486084,2727.741956464085,42.299076923076925,15.638364336640397,39.99600000000001,0.5114586357592592,0.1702942907779701,0.0,0.0,0.0,0.0,0.4774725556333195,0.1513075093508577,0.0,0.3712199350158231,0.0,0.0,3.299432330346421,0.3666035922607134,0.0,0.0,0.0,82.35892881127573,3.299432330346421,1.9914617919044149,61.57636880520507,14.297540098167822,1
-41231513#3,-1157449877,"-41231513#3,-41231513#2,-41231513#1,-41231513#0,79119284#3,-79119286#3,-79119286#2,-79119286#1,-79119286#0,1157449877,-1157449877",0.5920968387354941,423.5258800015982,29.988,0.0,0.0,0.0,0.1393999920339442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.21592653856317,9.44452320123839,1.6148025247405546,16.490386113437474,25.97243880340557,0
57680181#0,-57680145#1,"57680181#0,57680181#1,-39353757#0,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,563272698,563272697,563271328,1238123691,-22561498,-22561652#6,-22561652#5,-22561652#4,-22561652#3,-22561652#2,-22561652#1,-22561652#0,-174907151#4,-174907151#1,-57392486,1004094803#0,1004094803#1,1004094802,57392452,-24580169#1,-24580169#0,-22561654#5,-22561654#4,-22561654#3,-22561654#2,-1116499321#1,-1116499322,57680111,57680112#1,1116499324#0,1116499324#1,1116499324#2,57680145#0,57680145#1,1264978471,561133118,-57680114#0,-1264978471,-57680145#1",7.43787159445613,4458.523297249403,34.794000000000004,14.742416455207591,69.98400000000001,0.1965434982931394,0.1147618250175863,0.0,0.0,0.0,0.2011535949926346,0.029705847789871,0.179561748077639,0.1394010753519,0.4501777337879551,0.0,0.8971580349188082,8.523001331728677,0.6728685261891061,0.6728685261891061,2.2428950872970206,0.0,129.952636940899,3.812921648404935,2.040070881184187,107.14189236682688,11.214475436485102,1
57680181#0,-57680145#1,"57680181#0,57680181#1,-39353757#0,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,563272698,563272697,563271328,1238123691,-22561498,-22561652#6,-22561652#5,-22561652#4,-22561652#3,-22561652#2,-22561652#1,-22561652#0,-174907151#4,-174907151#1,-174907152#2,-174907152#1,-174907152#0,-22561653,-22561499#1,-22561499#0,-22561654#5,-22561654#4,-22561654#3,-22561654#2,-1116499321#1,-1116499322,57680111,57680112#1,1116499324#0,1116499324#1,1116499324#2,57680145#0,57680145#1,1264978471,561133118,-57680114#0,-1264978471,-57680145#1",5.9612594388025,4274.163020456215,36.93085714285715,12.45535619723499,50.004000000000005,0.205021137909084,0.1573684582006221,0.0,0.0,0.0,0.2621398643869948,0.0163339262688219,0.18730690272397,0.1454139533619674,0.3888053532582457,0.0,0.4679278704223416,4.679278704223416,0.4679278704223416,0.7018918056335124,2.339639352111708,0.0,128.55014875966495,3.509459028167562,1.9557137953829595,108.89250916231528,11.46423282534737,1
57680181#0,-57680145#1,"57680181#0,57680181#1,-39353757#0,57680128,174375407#0,174375407#1,174375407#2,174375407#3,174375407#4,174375402,174375403,563272698,563272697,563271328,1238123691,-22561498,-22561652#6,-22561652#5,-22561652#4,-22561652#3,-22561652#2,-22561652#1,-22561652#0,-174907151#4,-174907151#1,-174907152#2,-174907152#1,-174907152#0,-22561653,-22561499#1,-22561499#0,-22561654#5,-22561654#4,-22561654#3,-22561654#2,-1116499321#1,-1116499322,1116499322,-1116499322,57680111,57680112#1,1116499324#0,1116499324#1,1116499324#2,57680145#0,57680145#1,1264978471,561133118,-57680114#0,-1264978471,-57680145#1",6.147433908590416,4393.362687531641,36.65858823529412,12.27937212267219,50.004000000000005,0.199458553365007,0.1530987747804658,0.0,0.0,0.0,0.2821593093472092,0.0158907580826843,0.1822249365778582,0.1414686167117382,0.37825637928051,0.0,0.455232163207467,4.55232163207467,0.455232163207467,0.6828482448112005,2.276160816037335,0.0,127.23674776383106,3.8694733872634695,2.010255569337006,106.82981927321774,11.60842016179041,1
-57680180#1,-39353757#6,"-57680180#1,57680180#1,57680180#2,57680180#3,174907152#0,174907152#1,174907152#2,174907151#0,174907151#2,174907151#5,22561652#1,22561652#2,22561652#3,22561652#4,22561652#5,22561652#6,125835948,563369678,1238123690,174375405,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,57680093,39353757#0,39353757#1,39353757#2,39353757#3,39353757#4,39353757#5,39353757#6,-39353757#6",3.084829309693639,2002.814487828928,32.21200000000001,6.3796522251832615,20.016000000000005,0.0682327914587087,0.4464043409641171,0.0,0.0,0.0,0.3129271108906084,0.0141235089803696,0.3841489552415938,0.0,0.2888004248874278,0.0,0.9985947336380722,8.98735260274265,1.4978921004571082,0.9985947336380722,3.4950815677332523,0.0,63.78075994801223,5.492271035009397,1.6536758124715156,67.20853647951162,17.9747052054853,2
-57680180#1,-39353757#6,"-57680180#1,57680180#1,57680180#2,57680180#3,174907152#0,174907152#1,174907152#2,174907151#0,174907151#2,174907151#5,22561652#1,22561652#2,22561652#3,22561652#4,22561652#5,22561652#6,125835948,563369678,1238123690,174375405,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,57680093,39353757#0,39353757#1,39353757#2,39353757#3,-39353757#3,39353757#3,39353757#4,39353757#5,39353757#6,-39353757#6",3.1295271888453,2047.8363847236608,32.09494736842106,6.225211143482511,20.016000000000005,0.0667326864089059,0.4365900948836325,0.0,0.0,0.0,0.3060473756602058,0.0138130021596834,0.3757034003212283,0.0,0.3044362218588822,0.0,0.9766405240767728,8.789764716690955,1.464960786115159,0.9766405240767728,3.4182418342687044,0.0,65.9404819374589,6.348163406499022,1.690849311254777,65.7952002717947,18.55616995745868,2
-57680180#1,-39353757#6,"-57680180#1,57680180#1,57680180#2,57680180#3,174907152#0,174907152#1,174907152#2,-57392486,1163710302,57392474,57392457#1,22561652#1,22561652#2,22561652#3,22561652#4,22561652#5,22561652#6,125835948,563369678,1238123690,174375405,561133138,-174375407#4,-174375407#3,-174375407#2,-174375407#1,-174375407#0,-563297843,57680093,39353757#0,39353757#1,39353757#2,39353757#3,39353757#4,39353757#5,39353757#6,-39353757#6",4.113019218750788,2133.210907188398,29.9918918918919,9.42715059985956,39.99600000000001,0.0640619372505593,0.3502238996354786,0.0,0.0,0.0,0.224905709443566,0.0132601836553276,0.3606671475612615,0.0,0.4011669593398445,0.0,1.8751076072792336,16.875968465513104,1.8751076072792336,0.0,3.281438312738659,0.0,66.10660337377128,6.562876625477318,1.761341003650254,66.38547324778554,17.344745367332912,2
57680146,-57392454#1,"57680146,-57680146,-57680097#0,-1238123695#0,-174375409,57680120#0,57680120#1,1238123694,563272697,563271328,1238123691,-22561498,-22561652#6,-22561652#5,-22561652#4,-22561652#3,-22561652#2,-22561652#1,-22561652#0,-174907151#4,-174907151#1,-57392486,1004094803#0,1004094803#1,1004094802,57392452,24580169#2,57392454#0,57392454#1,-57392454#1",3.580548991017283,1775.7440895406148,33.00000000000001,14.889481184078733,39.99600000000001,0.3937243270636417,0.6214009811629059,0.0,0.0,0.0,0.2462980843809247,0.0752641905610825,0.0,0.0,0.6784377250579926,0.0,1.1262884172219885,19.1469030927738,1.1262884172219885,1.1262884172219885,4.505153668887954,0.0,65.04594356488855,6.194586294720936,1.8016928906047367,49.25520979328368,16.894326258329826,2
57680146,-57392454#1,"57680146,-57680146,-57680097#0,-1238123695#0,-174375409,57680120#0,57680120#1,1238123694,563272697,563271328,1238123691,-22561498,-22561652#6,-22561652#5,-22561652#4,-22561652#3,-22561652#2,-22561652#1,22561652#1,-22561652#1,-22561652#0,-174907151#4,-174907151#1,-57392486,1004094803#0,1004094803#1,1004094802,57392452,24580169#2,57392454#0,57392454#1,-57392454#1",3.861221259924846,1944.711052083645,32.81175,14.420206608962346,39.99600000000001,0.3595154385236384,0.6542957015205318,0.0,0.0,0.0,0.3117837631960732,0.0687248326170114,0.0,0.0,0.6194914041869155,0.0,1.0284304179055883,17.483317104395006,1.0284304179055883,1.0284304179055883,5.142152089527944,0.0,67.20889236039088,6.684797716386326,1.973128953353852,48.044202105220585,16.454886686489417,2
57680146,-57392454#1,"57680146,57680166#1,-57680166#1,-57680146,-57680097#0,-1238123695#0,-174375409,57680120#0,57680120#1,1238123694,563272697,563271328,1238123691,-22561498,-22561652#6,-22561652#5,-22561652#4,-22561652#3,-22561652#2,-22561652#1,-22561652#0,-174907151#4,-174907151#1,-57392486,1004094803#0,1004094803#1,1004094802,57392452,-24580169#1,24580169#1,24580169#2,57392454#0,57392454#1,-57392454#1",3.957153517720051,1941.536438357692,32.05905882352941,14.30661328100374,39.99600000000001,0.360103283605132,0.5823843392590209,0.0,0.0,0.0,0.2252661134573189,0.082883449740716,0.0,0.0,0.6918504368019648,0.0,1.030112008452317,17.51190414368939,1.030112008452317,1.030112008452317,4.120448033809268,0.0,74.36423891187471,7.21078405916622,1.969907949260888,47.53355383888397,17.51190414368939,2
41273126,1116499317#2,"41273126,1020092140,41231515#4,41231515#5,41231515#6,-41231513#4,-41231513#3,-41231513#2,-41231513#1,-41231513#0,79119284#3,79119284#4,79119284#5,79119284#1,-561133140#1,-561133140#0,-227385933,-23030922#0,-154901400#5,-154901400#4,-154901400#3,-154901400#2,-227218688,-57680127,-57680164,-57680125#1,-57680125#0,-57680135,-57680114#3,-57680114#2,-57680114#1,-57680114#0,-1264978471,-57680145#1,-57680145#0,-1116499324#2,-1116499324#1,-1116499324#0,-57680112#1,-57680112#0,1116499322,1116499321#0,22561654#0,22561654#3,22561654#4,22561654#5,22561499#0,22561499#1,22561499#2,174907152#0,174907152#1,174907152#2,1116499317#0,1116499317#1,1116499317#2",10.695243294057592,8237.818105282706,39.26356363636363,17.200310999302523,50.004000000000005,0.5436665265659258,0.2595315348650219,0.0,0.0,0.0,0.0829183332547321,0.0,0.2251836437708139,0.3163236658188875,0.3755743571555667,0.0,0.2427827337820739,4.0059151074042205,0.4855654675641478,0.1213913668910369,0.6069568344551849,0.0,73.81480570831089,2.5492187047117763,3.883514048589905,266.16999546551705,6.676525179007034,1
41273126,1116499317#2,"41273126,1020092140,-41231515#3,-41231515#2,-41231515#1,-41231515#0,-1157449878#1,-1157449878#0,1020078539,1020078540,-41231514#8,-41231514#7,-41231514#6,-41231514#5,-41231514#4,1162803895,-41231514#2,-41231514#1,-41231514#0,870315480,-979842178#0,-226068307,213840997,1157449881,979838980#0,979838980#1,979838980#2,979838980#3,979838980#4,979838980#5,979838980#6,57680170#0,57680170#1,57680132#0,57680132#1,174375406,1238123693,1238123694,563272697,563271328,1238123691,-22561498,-22561652#6,-22561652#5,-22561652#4,-22561652#3,-22561652#2,-22561652#1,-22561652#0,-174907151#4,-174907151#1,1116499317#0,1116499317#1,1116499317#2",5.318390554610419,3833.946190830266,39.62066666666666,14.403142188621915,39.99600000000001,0.3802113358835314,0.3098012211297299,0.0,0.0,0.0,0.1140762926330713,0.3506816077558752,0.0,0.0121246587531109,0.5231174408579422,0.0,0.5216557302717092,4.434073707309528,0.2608278651358546,0.5216557302717092,2.086622921086837,0.0,72.60784711567011,2.8691065164944005,1.8074183847394043,70.38781667790572,14.084704717336148,1
