agent_id,origins,destinations,free_flow_time,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_motorway,pct_trunk,pct_primary,pct_secondary,pct_tertiary,pct_unclassified,pct_residential,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edge_length_std,edges_per_km,h3_sequence,cluster
5,1307929464#3,29271629#1,0.0,0.1666666666666666,0.3333333333333333,0.6666666666666667,0.4166666666666666,0.8333333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.5,0.8333333333333334,0.8333333333333334,0.4166666666666666,0.0,0.0,0.6666666666666667,0.8333333333333334,0.0,0.0,0.1666666666666666,0.0,0.8333333333333334,"8a7558240127fff,8a75582401a7fff,8a75582401affff,8a75582408f7fff,8a755824081ffff,8a755824080ffff,8a755824082ffff,8a755824095ffff,8a755824086ffff,8a75582454a7fff,8a755824558ffff,8a75582455affff,8a75582455b7fff,8a7558244247fff,8a75582442effff,8a75582442e7fff,8a755824421ffff,8a7558244217fff,8a75582442affff,8a75582442a7fff,8a75582442b7fff,8a755824474ffff",1
5,1307929464#3,29271629#1,0.1666666666666666,0.0,1.0,0.3333333333333333,0.4166666666666666,1.0,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.8333333333333334,0.6666666666666666,0.1666666666666666,0.4166666666666666,0.5,0.3333333333333333,0.8333333333333334,0.6666666666666667,0.1666666666666666,0.6666666666666667,0.0,0.3333333333333333,0.6666666666666667,"8a7558240127fff,8a75582401a7fff,8a75582401affff,8a75582408f7fff,8a755824081ffff,8a755824080ffff,8a755824082ffff,8a755824095ffff,8a755824086ffff,8a75582454a7fff,8a7558245417fff,8a7558245437fff,8a75582455affff,8a75582455b7fff,8a7558244247fff,8a75582442effff,8a75582442e7fff,8a755824421ffff,8a7558244217fff,8a75582442affff,8a75582442a7fff,8a75582442b7fff,8a755824474ffff",0
6,25330399#1,-25266036#3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8a75582404affff,8a755824049ffff,8a7558242b27fff,8a7558242b2ffff,8a75582404dffff,8a7558242b77fff,8a7558242b67fff,8a7558242b47fff",4
7,-25266036#1,-1241013772#0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8a7558242b47fff,8a7558242b57fff,8a7558242a2ffff,8a7558242b5ffff,8a7558242a67fff,8a7558240697fff,8a75582406b7fff,8a755824079ffff,8a755824078ffff,8a75582407affff,8a755824071ffff,8a755824072ffff,8a75582400dffff,8a755824076ffff,8a7558240397fff,8a7558240387fff,8a7558240317fff,8a7558240307fff,8a755824030ffff,8a755824032ffff,8a7558240adffff,8a7558240aeffff,8a7558240a57fff,8a7558240a47fff",4
8,-25330031#3,-520373597#1,0.5,0.5,0.75,0.25,0.25,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.5,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.5,0.5,0.0,"8a75582462c7fff,8a75582462cffff,8a7558240597fff,8a755824059ffff,8a755824058ffff,8a75582404a7fff,8a7558240417fff,8a755824041ffff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582407a7fff,8a75582407affff,8a755824071ffff,8a755824072ffff,8a75582400d7fff,8a75582400c7fff,8a75582400e7fff",4
8,-25330031#3,-520373597#1,0.0,0.0,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.75,1.0,0.25,0.0,0.0,0.5,0.25,0.5,0.25,0.0,0.0,0.5,"8a75582462c7fff,8a75582462cffff,8a7558240597fff,8a755824059ffff,8a755824058ffff,8a75582404a7fff,8a7558240417fff,8a755824041ffff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582407a7fff,8a75582407affff,8a755824071ffff,8a755824072ffff,8a75582400d7fff,8a75582400c7fff,8a75582400e7fff",4
9,-147139999#0,-89657875#1,0.0,0.0,1.0,0.5,0.25,1.0,0.75,0.75,0.75,0.5,0.75,0.75,1.0,0.25,0.5,0.5,0.25,0.5,0.5,0.25,0.0,0.0,0.5,"8a7558242987fff,8a7558242d6ffff,8a7558242917fff,8a755824664ffff,8a7558246637fff,8a75582467a7fff,8a755824645ffff,8a7558246447fff,8a75582460affff,8a7558246007fff,8a7558246077fff,8a7558246067fff",0
9,-147139999#0,-89657875#1,0.5,0.5,0.5,0.0,0.25,0.5,0.75,0.75,0.75,1.0,0.75,0.75,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.5,0.5,0.0,"8a7558242987fff,8a75582429affff,8a7558242917fff,8a755824664ffff,8a7558246637fff,8a75582467a7fff,8a755824645ffff,8a7558246447fff,8a75582460affff,8a7558246007fff,8a7558246077fff,8a7558246067fff",4
10,-144877432#1,-1008296839#0,0.5,0.0,0.75,0.5,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.75,1.0,0.25,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,"8a7558240407fff,8a7558240417fff,8a755824041ffff,8a755824040ffff,8a7558240477fff,8a755824055ffff,8a755824054ffff,8a755824019ffff,8a7558240187fff,8a75582401affff,8a7558240037fff",4
10,-144877432#1,-1008296839#0,0.0,0.5,0.75,0.0,0.25,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.5,0.25,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,"8a7558240407fff,8a7558240417fff,8a755824041ffff,8a75582404e7fff,8a755824040ffff,8a7558240477fff,8a755824055ffff,8a755824054ffff,8a755824019ffff,8a7558240187fff,8a75582401affff,8a7558240037fff",4
11,-147139968,-89685775#1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8a7558240517fff,8a7558240537fff,8a755824624ffff,8a755824626ffff,8a7558246247fff,8a7558246257fff,8a75582462e7fff,8a75582462f7fff,8a7558242927fff,8a7558242907fff,8a7558242917fff,8a755824664ffff,8a7558246637fff,8a75582467a7fff,8a755824645ffff,8a755824644ffff",4
12,-89685775#1,-147139968,0.6666666666666667,0.6666666666666667,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.0,0.6666666666666667,0.0,0.0,"8a755824644ffff,8a755824645ffff,8a75582467a7fff,8a7558246637fff,8a755824664ffff,8a7558242917fff,8a7558242907fff,8a7558242927fff,8a75582462f7fff,8a75582462e7fff,8a7558246257fff,8a7558246247fff,8a755824624ffff,8a7558240537fff,8a7558240517fff",2
12,-89685775#1,-147139968,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666667,"8a755824644ffff,8a755824645ffff,8a75582467a7fff,8a7558246637fff,8a755824664ffff,8a7558242917fff,8a7558242907fff,8a7558242927fff,8a75582462f7fff,8a75582462e7fff,8a75582462effff,8a75582405b7fff,8a755824624ffff,8a7558240537fff,8a7558240517fff",1
12,-89685775#1,-147139968,0.0,0.0,0.6666666666666666,0.6666666666666667,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666667,0.0,0.6666666666666667,0.3333333333333333,"8a755824644ffff,8a755824645ffff,8a75582467a7fff,8a7558246637fff,8a755824664ffff,8a7558242917fff,8a7558242907fff,8a7558242927fff,8a75582462f7fff,8a75582462e7fff,8a75582462effff,8a75582405b7fff,8a755824624ffff,8a7558240537fff,8a7558240517fff",4
13,-296087333#2,-665290260#1,0.8571428571428572,0.8571428571428572,1.0,0.0,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,1.0,0.1428571428571428,0.5714285714285714,0.2857142857142857,0.4285714285714286,0.7142857142857143,0.7142857142857143,0.0,0.0,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.0,0.4285714285714286,"8a75582404f7fff,8a75582404e7fff,8a755824040ffff,8a7558240477fff,8a755824055ffff,8a755824054ffff,8a755824019ffff,8a7558240187fff,8a75582401affff,8a7558240127fff,8a75582408f7fff,8a755824088ffff,8a7558240887fff,8a75582408b7fff,8a7558240d6ffff,8a7558240d67fff,8a75582446cffff,8a75582409b7fff,8a75582446effff,8a75582446c7fff",2
13,-296087333#2,-665290260#1,0.2857142857142857,0.2857142857142857,0.7857142857142857,0.2142857142857143,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.4285714285714285,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.1428571428571429,0.8571428571428572,"8a75582404f7fff,8a75582404e7fff,8a755824041ffff,8a7558240417fff,8a75582404a7fff,8a755824058ffff,8a755824059ffff,8a7558240597fff,8a75582405b7fff,8a755824624ffff,8a755824626ffff,8a7558240c9ffff,8a7558240caffff,8a7558240c17fff,8a7558240c07fff,8a7558240d57fff,8a7558240d77fff,8a7558240d67fff,8a75582446cffff,8a75582409b7fff,8a75582446effff,8a75582446c7fff",0
13,-296087333#2,-665290260#1,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.2142857142857143,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8571428571428571,1.0,0.5714285714285714,0.1428571428571428,0.4285714285714286,0.8571428571428572,0.8571428571428572,0.1428571428571429,0.5,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.5714285714285714,0.2857142857142857,"8a75582404f7fff,8a75582404e7fff,8a755824041ffff,8a7558240417fff,8a75582404a7fff,8a755824058ffff,8a755824059ffff,8a7558240597fff,8a75582405b7fff,8a755824624ffff,8a755824626ffff,8a7558240c9ffff,8a7558240caffff,8a7558240c17fff,8a7558240c07fff,8a7558240d57fff,8a7558240d77fff,8a7558240d67fff,8a75582446cffff,8a75582409b7fff,8a75582446effff,8a75582446c7fff",2
13,-296087333#2,-665290260#1,0.0,0.1428571428571429,0.3571428571428571,0.6428571428571428,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.4285714285714285,0.5714285714285714,0.8571428571428571,0.4285714285714286,0.0,0.0,0.7142857142857143,0.7857142857142857,0.2857142857142857,0.7142857142857143,0.1428571428571429,0.2857142857142857,0.5714285714285714,"8a75582404f7fff,8a75582404e7fff,8a755824041ffff,8a7558240417fff,8a75582404a7fff,8a755824058ffff,8a755824059ffff,8a7558240597fff,8a75582405b7fff,8a755824624ffff,8a755824626ffff,8a7558240c9ffff,8a7558240caffff,8a7558240c17fff,8a7558240c07fff,8a7558240d57fff,8a7558240d77fff,8a7558240d67fff,8a75582446cffff,8a75582409b7fff,8a75582446effff,8a75582446c7fff",1
13,-296087333#2,-665290260#1,0.4285714285714286,0.5714285714285714,0.3571428571428571,0.6428571428571428,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.4285714285714285,0.4285714285714286,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7857142857142857,0.0,0.4285714285714286,0.5714285714285714,0.7142857142857143,0.0,"8a75582404f7fff,8a75582404e7fff,8a755824041ffff,8a7558240417fff,8a75582404a7fff,8a755824058ffff,8a755824059ffff,8a7558240597fff,8a75582405b7fff,8a755824624ffff,8a755824626ffff,8a7558240c9ffff,8a7558240caffff,8a7558240c17fff,8a7558240c07fff,8a7558240d57fff,8a7558240d77fff,8a7558240d67fff,8a75582446cffff,8a75582409b7fff,8a75582446effff,8a75582446c7fff",2
13,-296087333#2,-665290260#1,0.1428571428571429,0.0,0.3571428571428571,0.6428571428571428,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.2857142857142857,0.5714285714285714,1.0,0.4285714285714286,0.1428571428571429,0.1428571428571429,0.8571428571428572,0.2142857142857143,0.4285714285714286,0.1428571428571429,0.0,0.4285714285714286,0.7142857142857143,"8a75582404f7fff,8a75582404e7fff,8a755824041ffff,8a7558240417fff,8a75582404a7fff,8a755824058ffff,8a755824059ffff,8a7558240597fff,8a75582405b7fff,8a755824624ffff,8a755824626ffff,8a7558240c9ffff,8a7558240caffff,8a7558240c17fff,8a7558240c07fff,8a7558240d57fff,8a7558240d77fff,8a7558240d67fff,8a75582446cffff,8a75582409b7fff,8a75582446effff,8a75582446c7fff",1
13,-296087333#2,-665290260#1,0.5714285714285714,0.4285714285714286,0.3571428571428571,0.6428571428571428,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.2142857142857143,0.1428571428571429,0.0,0.4285714285714286,0.8571428571428572,0.1428571428571429,"8a75582404f7fff,8a75582404e7fff,8a755824041ffff,8a7558240417fff,8a75582404a7fff,8a755824058ffff,8a755824059ffff,8a7558240597fff,8a75582405b7fff,8a755824624ffff,8a755824626ffff,8a7558240c9ffff,8a7558240caffff,8a7558240c17fff,8a7558240c07fff,8a7558240d57fff,8a7558240d77fff,8a7558240d67fff,8a75582446cffff,8a75582409b7fff,8a75582446effff,8a75582446c7fff",2
14,1208058700#1,-49247532#3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"8a75582401a7fff,8a75582401b7fff,8a75582401affff,8a7558240187fff,8a755824019ffff,8a755824054ffff,8a755824055ffff,8a7558240477fff,8a755824040ffff,8a75582404e7fff,8a75582404f7fff,8a75582404d7fff,8a7558242b27fff,8a7558242b2ffff,8a7558242b07fff",4
15,-144877432#1,-286595723#0,0.3333333333333333,0.0,0.8333333333333334,0.3333333333333333,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.0,0.0,0.6666666666666667,"8a7558240407fff,8a7558240417fff,8a755824041ffff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582407a7fff,8a75582407affff,8a7558240787fff,8a755824079ffff",0
15,-144877432#1,-286595723#0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.3333333333333333,"8a7558240407fff,8a7558240417fff,8a755824041ffff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582404cffff,8a7558240797fff,8a755824079ffff,8a7558240787fff,8a75582407affff",1
15,-144877432#1,-286595723#0,0.6666666666666667,0.6666666666666667,0.8333333333333334,0.6666666666666667,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,"8a7558240407fff,8a7558240417fff,8a755824041ffff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582407a7fff,8a7558240797fff,8a755824079ffff,8a7558240787fff,8a75582407affff",2
16,-25329887#0,49643778#2,0.0,0.25,0.25,0.0,0.0,0.25,0.625,0.625,0.625,0.5,0.25,0.625,1.0,0.375,0.0,0.0,0.5,0.25,0.0,0.25,0.25,0.75,0.25,"8a75582404affff,8a75582404f7fff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582404cffff,8a7558240797fff,8a755824079ffff,8a75582406b7fff,8a755824078ffff,8a75582406a7fff,8a7558240687fff",1
16,-25329887#0,49643778#2,0.25,0.0,0.875,0.625,0.5,0.75,0.625,0.625,0.625,0.25,0.5,0.625,0.75,0.375,0.5,0.5,0.75,0.5,0.5,0.75,0.0,0.25,0.75,"8a75582404affff,8a75582404f7fff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582407a7fff,8a75582407affff,8a7558240787fff,8a755824079ffff,8a75582406b7fff,8a755824078ffff,8a75582406a7fff,8a7558240687fff",1
16,-25329887#0,49643778#2,0.5,0.75,0.875,0.625,0.5,0.75,0.625,0.625,0.625,1.0,1.0,0.625,0.25,0.375,0.75,0.75,0.0,0.75,0.75,0.5,0.75,0.0,0.5,"8a75582404affff,8a75582404f7fff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582407a7fff,8a75582407affff,8a755824079ffff,8a75582406b7fff,8a755824078ffff,8a75582406a7fff,8a7558240687fff",2
16,-25329887#0,49643778#2,0.75,0.5,0.5,0.25,0.5,0.75,0.625,0.625,0.625,0.75,0.75,0.625,0.5,0.375,0.25,0.25,0.25,0.0,0.25,0.0,0.5,0.5,0.0,"8a75582404affff,8a75582404f7fff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582407a7fff,8a7558240797fff,8a755824079ffff,8a75582406b7fff,8a755824078ffff,8a75582406a7fff,8a7558240687fff",4
17,-215905915#6,-519902513#0,0.0,0.0,0.25,0.25,0.375,0.625,0.625,0.625,0.625,0.25,0.75,0.625,0.75,0.25,0.25,0.25,0.75,0.0,0.75,0.375,0.0,0.75,0.0,"8a7558246447fff,8a75582460affff,8a7558246007fff,8a7558246077fff,8a7558246067fff,8a755824614ffff,8a7558246ab7fff,8a7558246a87fff,8a7558246aa7fff,8a755824470ffff,8a7558244777fff,8a7558244767fff,8a755824436ffff,8a7558245d9ffff,8a7558245cb7fff,8a7558244247fff,8a75582455b7fff,8a755824096ffff,8a755824095ffff,8a755824082ffff,8a755824080ffff,8a755824081ffff,8a75582408f7fff,8a7558240127fff,8a75582401affff",4
17,-215905915#6,-519902513#0,0.5,0.5,0.5,0.75,0.375,0.625,0.625,0.625,0.625,0.5,0.25,0.625,1.0,0.75,0.0,0.0,0.25,0.25,0.25,0.375,0.5,0.25,0.25,"8a7558246447fff,8a75582460affff,8a7558246007fff,8a7558246077fff,8a7558246067fff,8a755824614ffff,8a7558246ab7fff,8a7558246a87fff,8a7558246aa7fff,8a755824470ffff,8a7558244777fff,8a7558244767fff,8a755824436ffff,8a7558245d9ffff,8a7558245cb7fff,8a7558244247fff,8a75582455b7fff,8a755824096ffff,8a755824095ffff,8a755824082ffff,8a755824080ffff,8a755824081ffff,8a75582408f7fff,8a7558240127fff,8a75582401affff",4
17,-215905915#6,-519902513#0,0.75,0.75,1.0,0.5,0.375,0.625,0.625,0.625,0.625,1.0,0.5,0.625,0.375,0.5,0.5,0.5,0.0,0.75,0.0,0.375,0.75,0.0,0.75,"8a7558246447fff,8a75582460affff,8a7558246007fff,8a7558246077fff,8a7558246067fff,8a755824614ffff,8a7558246ab7fff,8a7558246aa7fff,8a755824470ffff,8a7558244777fff,8a7558244767fff,8a755824436ffff,8a7558245d9ffff,8a7558245cb7fff,8a7558244247fff,8a75582455b7fff,8a755824096ffff,8a755824095ffff,8a755824082ffff,8a755824080ffff,8a755824081ffff,8a75582408f7fff,8a7558240127fff,8a75582401affff",2
17,-215905915#6,-519902513#0,0.25,0.25,0.75,0.0,0.375,0.625,0.625,0.625,0.625,0.75,1.0,0.625,0.375,0.0,0.75,0.75,0.5,0.5,0.5,0.375,0.25,0.5,0.5,"8a7558246447fff,8a75582460affff,8a7558246007fff,8a7558246077fff,8a7558246067fff,8a755824614ffff,8a7558246ab7fff,8a7558246aa7fff,8a755824470ffff,8a7558244777fff,8a7558244767fff,8a755824436ffff,8a7558245d9ffff,8a7558245cb7fff,8a7558244247fff,8a75582455b7fff,8a755824096ffff,8a755824095ffff,8a755824082ffff,8a755824080ffff,8a755824081ffff,8a75582408f7fff,8a7558240127fff,8a75582401affff",0
18,-25331065#1,49643778#1,0.0,0.125,0.1875,0.0625,0.0625,0.25,0.5625,0.5625,0.5625,0.25,0.125,0.5625,1.0,0.4375,0.0,0.0,0.75,0.3125,0.125,0.375,0.125,0.5,0.625,"8a755824295ffff,8a7558242957fff,8a7558242947fff,8a7558242967fff,8a7558240597fff,8a755824059ffff,8a755824058ffff,8a75582404a7fff,8a7558240417fff,8a755824041ffff,8a75582404e7fff,8a75582404effff,8a75582407b7fff,8a75582404cffff,8a7558240797fff,8a755824079ffff,8a75582406b7fff,8a755824078ffff,8a75582406a7fff",1
